Segmented Element,POS,Dependecies
光罩,NOUN,nmod
上,PART,case
的,PART,case
圖案,NOUN,dep
移轉,VERB,conj
到,VERB,advmod:rcomp
光阻,NOUN,compound:nn
上面,NOUN,dobj
。,PUNCT,punct
接著,ADV,advmod
利用,ADP,case
蝕刻,NOUN,compound:nn
（,PUNCT,punct
Etching,PUNCT,parataxis:prnmod
）,PUNCT,punct
技術,NOUN,nmod:prep
，,PUNCT,punct
將,X,aux:ba
部份,NUM,dep
未,ADV,advmod
被,X,auxpass
光阻,NOUN,nsubj
保護,VERB,acl
的,PART,mark
氮化,NOUN,compound:nn
矽層,NOUN,dep
加以,VERB,ROOT
除去,VERB,ccomp
，,PUNCT,punct
留下,PART,dep
的,PART,case
就是,ADV,dep
所,PART,aux:prtmod
需要,VERB,acl
的,PART,mark
線路圖,NOUN,compound:nn
部份,NOUN,ccomp
。,PUNCT,punct
接著,ADV,advmod
以,ADP,case
磷為,NOUN,nmod:prep
離子源,NOUN,ROOT
（,PUNCT,punct
Ion,PUNCT,amod
Source,PUNCT,punct
）,PUNCT,punct
，,PUNCT,punct
對,ADP,case
整片,NUM,det
晶圓,NOUN,nmod:prep
進,VERB,conj
行磷,NOUN,compound:nn
原子,NOUN,nmod:assmod
的,PART,case
植入,NOUN,dobj
（,PUNCT,punct
Ion,PUNCT,parataxis:prnmod
Implantation,PUNCT,parataxis:prnmod
）,PUNCT,punct
，,PUNCT,punct
然後,ADV,advmod
再,ADV,advmod
把,X,aux:ba
光阻劑,NOUN,dep
去除,VERB,conj
（,PUNCT,punct
Photo,PUNCT,dep
resist,NOUN,dobj
Scrip,PUNCT,punct
）,PUNCT,punct
。,PUNCT,ROOT
"
 
",SPACE,ROOT
製程,NOUN,nsubj
進行,VERB,dep
至此,ADV,advmod
，,PUNCT,punct
我,PRON,nsubj
們,PRON,nsubj
已,ADV,advmod
將,X,aux:ba
構成,VERB,conj
積體,ADJ,amod
電路,NOUN,nsubj
所需,VERB,acl
的,PART,mark
電晶,NOUN,dobj
體及,NOUN,dep
部份,NUM,nummod
的,PART,case
字元線,NOUN,dobj
（,PUNCT,punct
Word,PUNCT,parataxis:prnmod
Lines,PUNCT,parataxis:prnmod
）,PUNCT,punct
，,PUNCT,punct
依光,ADP,case
罩所,NOUN,aux:prtmod
提供,VERB,acl
的,PART,mark
設計,NOUN,compound:nn
圖案,NOUN,nmod:prep
，,PUNCT,punct
依次,ADV,advmod:dvp
的,PART,mark
在,ADP,case
晶圓,NOUN,nmod:prep
上,PART,case
建立,VERB,conj
完成,VERB,conj
，,PUNCT,punct
接著,ADV,advmod
進行,VERB,conj
金屬化,NOUN,compound:nn
製程,NOUN,dobj
（,PUNCT,punct
Metallization,PUNCT,parataxis:prnmod
）,PUNCT,punct
，,PUNCT,punct
製作,VERB,conj
金屬,NOUN,compound:nn
導線,NOUN,dobj
，,PUNCT,punct
以,PART,aux:prtmod
便將,X,aux:ba
各,DET,det
個,NUM,mark:clf
電晶,NOUN,conj
體與,NOUN,cc
元件,NOUN,dep
加以,VERB,conj
連接,VERB,ccomp
，,PUNCT,punct
而,ADV,advmod
在,ADP,case
每,DET,det
一道,NUM,dep
步驟,NOUN,nsubj
加工,VERB,nmod:prep
完後,PART,case
都必,VERB,aux:modal
須,VERB,aux:modal
進行,VERB,conj
一些,NUM,dep
電性,NOUN,dep
、,PUNCT,punct
或是,CCONJ,cc
物理,NOUN,compound:nn
特性,NOUN,compound:nn
量測,NOUN,dobj
，,PUNCT,punct
以,PART,aux:prtmod
檢驗,VERB,conj
加工,NOUN,compound:nn
結果,NOUN,nsubj
是否,ADV,advmod
在,VERB,ccomp
規格內,NOUN,dobj
（,PUNCT,punct
Inspection,PUNCT,dep
and,CCONJ,cc
Measurement,PUNCT,ROOT
）,PUNCT,punct
；,PUNCT,punct
如此,ADV,advmod
重複,ADJ,amod
步驟,NOUN,dep
製作,VERB,conj
第一,NUM,nummod
層,NUM,mark:clf
、,PUNCT,punct
第二,NUM,nummod
層,NUM,mark:clf
．．．,PUNCT,nmod:assmod
的,PART,case
電路,NOUN,compound:nn
部份,NOUN,dobj
，,PUNCT,punct
以,PART,aux:prtmod
在,ADP,case
矽晶,NOUN,nmod:prep
圓上,NOUN,case
製造,VERB,conj
電晶體,NOUN,compound:nn
等,PART,etc
其他,DET,det
電子,NOUN,compound:nn
元件,NOUN,dobj
；,PUNCT,punct
最後,ADV,advmod
所,PART,aux:prtmod
加工,VERB,acl
完成,VERB,advmod:rcomp
的,PART,mark
產品,NOUN,nsubj
會,VERB,aux:modal
被,X,auxpass
送到,VERB,conj
電性,NOUN,compound:nn
測試,NOUN,dobj
區作,VERB,conj
電性,NOUN,compound:nn
量測,NOUN,dobj
。,PUNCT,appos
" 
 
",SPACE,punct
根據,ADP,case
上述,ADJ,amod
製程,NOUN,nmod:assmod
的,PART,case
需要,NOUN,nmod:prep
，,PUNCT,punct
FAB,PUNCT,nmod:assmod
廠內,NOUN,dep
通常,ADV,advmod
可,VERB,aux:modal
分為,VERB,ROOT
四,NUM,dep
大,ADJ,amod
區,NOUN,dobj
：,PUNCT,punct
" 
 
",SPACE,ROOT
（,PUNCT,punct
一,NUM,dep
）,PUNCT,punct
黃光,NOUN,compound:nn
" 
 
",SPACE,nmod:topic
本區,NOUN,nmod:assmod
的,PART,case
作用,NOUN,nsubj
在,VERB,ROOT
於利,VERB,ccomp
用,ADP,case
照相顯,NOUN,advmod
微縮,VERB,advmod
小,VERB,acl
的,PART,mark
技術,NOUN,nmod:prep
，,PUNCT,punct
定,VERB,ccomp
義出,VERB,advmod:rcomp
每,DET,det
一,NUM,dep
層,NUM,mark:clf
次,NOUN,nsubj
所,PART,aux:prtmod
需要,VERB,acl
的,PART,mark
電路圖,NOUN,dobj
，,PUNCT,punct
因,ADP,case
為採,VERB,case
用,VERB,nmod:prep
感光,NOUN,dep
劑易,NOUN,dep
曝光,VERB,ccomp
，,PUNCT,punct
得,VERB,xcomp
在,ADP,case
黃色,ADJ,compound:nn
燈光,NOUN,nsubj
照明,VERB,acl
區域,NOUN,nmod:prep
內,PART,case
工作,VERB,conj
，,PUNCT,punct
所以,ADV,advmod
叫做,VERB,conj
「,PUNCT,punct
黃光區,NOUN,dobj
」,PUNCT,punct
。,PUNCT,ROOT
" 
 
",SPACE,punct
（,PUNCT,punct
二,NUM,dep
）,PUNCT,punct
蝕刻,NOUN,nsubj
" 
 
",SPACE,punct
經過,ADP,case
黃光定,NOUN,nmod:prep
義出,VERB,ROOT
我,PRON,nsubj
們,PRON,nsubj
所,PART,aux:prtmod
需要,VERB,acl
的,PART,mark
電路圖,NOUN,dobj
，,PUNCT,punct
把,X,aux:ba
不要,VERB,acl
的,PART,mark
部份,NOUN,dep
去,VERB,conj
除掉,VERB,advmod:rcomp
，,PUNCT,punct
此,DET,det
去除,VERB,acl
的,PART,mark
步驟,NOUN,nsubj
就,ADV,advmod
稱,VERB,ROOT
之,PRON,dobj
為,VERB,cop
「,PUNCT,punct
蝕刻,NOUN,ccomp
」,PUNCT,punct
，,PUNCT,punct
因為,ADP,case
它,PRON,nsubj
好像,ADV,advmod
雕刻,NOUN,nmod:prep
，,PUNCT,punct
一,NUM,nummod
刀,NUM,mark:clf
一,NUM,advmod:dvp
刀,NUM,mark:clf
的,PART,mark
削去,VERB,ccomp
不,PUNCT,punct
必要,ADJ,dep
不,PUNCT,punct
必要,VERB,dep
的,PART,mark
木屑,NOUN,dobj
，,PUNCT,punct
完成,VERB,conj
作品,NOUN,dobj
，,PUNCT,punct
期間,NOUN,nsubj
又,ADV,advmod
利用,VERB,dep
酸液,NOUN,dobj
來腐蝕,VERB,conj
的,PART,mark
，,PUNCT,punct
所以,ADV,advmod
叫做,VERB,conj
「,PUNCT,punct
蝕刻區,NOUN,dobj
」,PUNCT,punct
。,PUNCT,ROOT
" 
 
",SPACE,punct
（,PUNCT,punct
三,NUM,ROOT
）,PUNCT,punct
擴散,VERB,ROOT
" 
 
",SPACE,punct
本區,NOUN,nmod:assmod
的,PART,case
製造,NOUN,compound:nn
過程,NOUN,dobj
都,PUNCT,punct
在,ADP,case
高溫,NOUN,nmod:prep
中,PART,case
進行,VERB,parataxis:prnmod
，,PUNCT,punct
又,ADV,advmod
稱為,VERB,conj
「,PUNCT,punct
高溫區,NOUN,dobj
」,PUNCT,punct
，,PUNCT,punct
利用,ADP,case
高溫,NOUN,nmod:prep
給予,VERB,conj
物質,NOUN,dobj
能,NOUN,dobj
量,PUNCT,punct
而,PART,aux:prtmod
產生,VERB,conj
運動,NOUN,dobj
，,PUNCT,punct
因為,ADP,case
本區,NOUN,nmod:assmod
的,PART,case
機,NOUN,nsubj
台大,NOUN,dep
都為,VERB,cop
一,NUM,nummod
根根,NUM,mark:clf
的,PART,case
爐管,NOUN,dep
，,PUNCT,punct
所以,ADV,advmod
也,ADV,advmod
有人,VERB,punct
稱為,VERB,ccomp
「,PUNCT,punct
爐管區,NOUN,dobj
」,PUNCT,punct
，,PUNCT,punct
每,DET,det
一,NUM,dep
根,NUM,mark:clf
爐管,NOUN,conj
都,PUNCT,punct
有,VERB,conj
不同,ADJ,amod
的,PART,case
作用,NOUN,dobj
"
",SPACE,punct
。,PUNCT,compound:vc
" 
 
",SPACE,ROOT
（,PUNCT,punct
四,NUM,dep
）,PUNCT,punct
真空,NOUN,nmod:topic
" 
 
",SPACE,nsubj
本區,NOUN,nmod:topic
機器,NOUN,nsubj
操作,VERB,advcl:loc
時,PART,case
，,PUNCT,punct
機器,NOUN,advmod:loc
中都,PART,case
需要,VERB,xcomp
抽成,VERB,ROOT
真空,NOUN,dobj
，,PUNCT,punct
所以,ADV,advmod
稱,VERB,conj
之,VERB,ccomp
為,VERB,cop
真,NOUN,dobj
空區,NOUN,ccomp
，,PUNCT,punct
真,NOUN,dep
空區,NOUN,nmod:assmod
的,PART,case
機器,NOUN,nsubj
多,ADV,advmod
用,ADP,case
來作,VERB,conj
沈積,NOUN,conj
暨,CCONJ,cc
離子,NOUN,compound:nn
植入,NOUN,dobj
，,PUNCT,punct
也,ADV,advmod
就是,ADV,dep
在,ADP,case
Wafer,PUNCT,nmod:prep
上,PART,case
覆蓋,VERB,conj
一,NUM,nummod
層,NUM,mark:clf
薄薄,VERB,amod
的,PART,mark
薄膜,NOUN,dobj
，,PUNCT,punct
所以,ADV,advmod
又,ADV,advmod
稱,VERB,conj
之,PRON,dobj
為,VERB,cop
「,PUNCT,punct
薄,NOUN,compound:nn
膜區,NOUN,ccomp
」,PUNCT,punct
。,PUNCT,punct
在,ADP,case
真,NOUN,nmod:prep
空區,NOUN,nmod:prep
中,PART,case
有,VERB,conj
一,NUM,dep
站,NUM,mark:clf
稱,VERB,ccomp
為晶,NOUN,dep
圓允,NOUN,compound:nn
收區,NOUN,dobj
，,PUNCT,punct
可,VERB,aux:modal
接受,VERB,conj
晶片,NOUN,nmod:assmod
的,PART,case
測試,NOUN,dobj
，,PUNCT,punct
針對,ADP,case
我,PRON,nsubj
們,PRON,nsubj
所,PART,aux:prtmod
製造,VERB,acl
的,PART,mark
晶片,NOUN,nmod:prep
，,PUNCT,punct
其,PRON,compound:nn
過程,NOUN,nsubj
是否,ADV,advmod
有,VERB,conj
缺陷,NOUN,dobj
，,PUNCT,punct
電性,NOUN,nmod:assmod
的,PART,case
流通,NOUN,advmod:loc
上,PART,case
是否,ADV,advmod
有,VERB,conj
問題,NOUN,dobj
，,PUNCT,punct
由,ADP,case
工程,NOUN,nmod:prep
師根,NOUN,dep
據,ADP,case
其,PRON,compound:nn
經驗,NOUN,conj
與,CCONJ,cc
電子,NOUN,dep
學上,NOUN,dep
知識,VERB,nmod:prep
做,VERB,conj
一,NUM,dep
全程,NOUN,amod
的,PART,case
檢測,NOUN,dobj
，,PUNCT,punct
由,ADP,case
某,DET,det
一,NUM,dep
電,NOUN,compound:nn
性量,NOUN,compound:nn
測值,NOUN,nmod:assmod
的,PART,case
變異,NOUN,nmod:prep
判斷,VERB,conj
某,DET,det
一道,NUM,dep
相關,ADJ,amod
製程,NOUN,nsubj
是否,VERB,xcomp
發生,VERB,ccomp
任何,DET,det
異常,NOUN,dobj
。,PUNCT,ROOT
"
 
",SPACE,punct
此,DET,det
檢測,NOUN,nsubj
不同,VERB,ROOT
於測,VERB,conj
試區,NOUN,dobj
（,PUNCT,punct
Wafer,PUNCT,dep
Probe,PUNCT,punct
）,PUNCT,punct
的,PART,case
檢測,NOUN,dobj
，,PUNCT,punct
前者,NOUN,nsubj
是,VERB,cop
細部,NOUN,nmod:assmod
的,PART,case
電子,NOUN,compound:nn
特性,NOUN,compound:nn
測試,NOUN,conj
與物,NOUN,cc
理特性,NOUN,compound:nn
測試,NOUN,conj
，,PUNCT,punct
後者,NOUN,nsubj
所,PART,aux:prtmod
做,VERB,acl
的,PART,mark
測試,NOUN,nsubj
是,VERB,cop
針對,ADP,case
產品,NOUN,nmod:assmod
的,PART,case
電性,NOUN,compound:nn
功能,NOUN,nmod:prep
作,VERB,conj
檢測,NOUN,dobj
。,PUNCT,punct
" 
 
",SPACE,punct
WAT測試,NOUN,nsubj
（,PUNCT,punct
wafer,NOUN,compound:nn
acce,NOUN,parataxis:prnmod
pt,NOUN,dep
test,NOUN,parataxis:prnmod
）,PUNCT,punct
，,PUNCT,punct
亦,ADV,advmod
即,VERB,cop
根據,ADP,case
電氣,NOUN,compound:nn
測試,NOUN,dep
值來,NOUN,nmod:prep
分析,VERB,ROOT
製程,NOUN,nsubj
是否,ADV,advmod
有,VERB,ccomp
問題,NOUN,dobj
。,PUNCT,ROOT
"
 
 
",SPACE,ROOT
四,NUM,dep
、,PUNCT,punct
晶圓,NOUN,compound:nn
針測,NOUN,dep
"
 
",SPACE,punct
晶圓,NOUN,compound:nn
針測,NOUN,dobj
（,PUNCT,punct
Chip,PUNCT,parataxis:prnmod
Probing,PUNCT,punct
；,PUNCT,punct
CP,PUNCT,parataxis:prnmod
）,PUNCT,punct
的,PART,case
目的,NOUN,nsubj
係針對,ADP,case
晶片,NOUN,nmod:prep
作電性,NOUN,ROOT
功能,NOUN,nmod
上,PART,case
的,PART,case
測試,NOUN,dobj
（,PUNCT,punct
Test,PUNCT,parataxis:prnmod
）,PUNCT,punct
，,PUNCT,punct
以,PART,aux:prtmod
使,VERB,conj
IC,PUNCT,punct
在,ADP,case
進入,VERB,nmod:prep
封裝,NOUN,dobj
前,PART,case
，,PUNCT,punct
先,ADV,advmod
行過,VERB,ccomp
濾出,VERB,dep
電性,NOUN,compound:nn
功能,NOUN,dep
不良,PUNCT,punct
的,PART,mark
晶片,NOUN,dobj
，,PUNCT,punct
以,PART,aux:prtmod
避免,VERB,conj
不,PUNCT,punct
良品,NOUN,nsubj
增加,VERB,ccomp
製造,NOUN,compound:nn
成本,NOUN,dobj
。,PUNCT,compound:vc
" 
 
",SPACE,punct
半導體,NOUN,compound:nn
製程,NOUN,advmod:loc
中,PART,case
，,PUNCT,punct
針測,NOUN,compound:nn
製程,NOUN,nsubj
只要,SCONJ,advmod
換上,VERB,dep
不同,ADJ,amod
的,PART,case
測試,NOUN,compound:nn
配件,NOUN,dobj
，,PUNCT,punct
便,PUNCT,punct
可,VERB,aux:modal
與,ADP,case
測試,NOUN,compound:nn
製程,NOUN,nmod:prep
共用,VERB,ROOT
相同,VERB,amod
的,PART,mark
測試,NOUN,compound:nn
機台,NOUN,dobj
（,PUNCT,punct
Tester,PUNCT,parataxis:prnmod
）,PUNCT,punct
。,PUNCT,ROOT
一般,ADJ,advmod
測試,NOUN,nsubj:xsubj
廠為了,ADP,case
提高,VERB,ROOT
測試,NOUN,compound:nn
機台,NOUN,nmod:assmod
的,PART,case
使用,NOUN,dobj
率,PUNCT,punct
，,PUNCT,punct
除了,ADP,case
提供,VERB,nmod:prep
最,ADJ,amod
終,ADJ,amod
測試,NOUN,nmod:assmod
的,PART,case
服務,NOUN,dobj
外,PART,case
，,PUNCT,punct
亦,ADV,advmod
接受,VERB,ROOT
晶片,NOUN,compound:nn
測試,NOUN,nmod:assmod
的,PART,case
訂單,NOUN,dobj
。,PUNCT,ROOT
"
 
",SPACE,punct
下,NOUN,nsubj
圖為,NOUN,punct
晶圓,NOUN,compound:nn
針測,NOUN,nmod:assmod
的,PART,case
流程,NOUN,compound:nn
圖,NOUN,ROOT
，,PUNCT,punct
其,PRON,compound:nn
流程,NOUN,nsubj
包括,VERB,conj
下面,ADJ,amod
幾道,NUM,dep
作業,NOUN,dobj
：,PUNCT,punct
" 
 
  
",SPACE,punct
（,PUNCT,punct
一,NUM,dep
）,PUNCT,punct
晶圓,NOUN,compound:nn
針測,NOUN,dep
並作,VERB,dep
產品,NOUN,compound:nn
分類,NOUN,dobj
（,PUNCT,punct
Sorting,PUNCT,dep
）,PUNCT,punct
" 
 
",SPACE,punct
晶圓,NOUN,compound:nn
針測,NOUN,nmod:assmod
的,PART,case
主要,ADJ,amod
目的,NOUN,nsubj
是,VERB,cop
測試,VERB,ROOT
晶圓,NOUN,dep
中,PART,case
每,DET,det
一,NUM,dep
顆,NUM,mark:clf
晶粒,NOUN,nmod:assmod
的,PART,case
電氣,NOUN,compound:nn
特性,NOUN,dobj
，,PUNCT,punct
線路,NOUN,dep
的,PART,case
連接,NOUN,dep
，,PUNCT,punct
檢查,VERB,conj
其,PRON,nsubj
是否,ADV,advmod
為不,VERB,cop
良品,NOUN,ccomp
，,PUNCT,punct
若為不,VERB,cop
良品,NOUN,conj
，,PUNCT,punct
則點,VERB,advmod
上,VERB,conj
一,NUM,dep
點,NUM,dep
紅,ADJ,amod
墨水,NOUN,dobj
，,PUNCT,punct
作為,VERB,conj
識別,ADJ,amod
之,PART,case
用,NOUN,dobj
。,PUNCT,punct
除此之外,ADV,advmod
，,PUNCT,punct
另,DET,det
一,NUM,dep
個,NUM,mark:clf
目的,NOUN,nsubj
則是,ADV,advmod
測試,VERB,ROOT
產品,NOUN,nmod:assmod
的,PART,case
良率,PUNCT,dobj
，,PUNCT,punct
依,ADP,case
良率,PUNCT,nmod:assmod
的,PART,case
高,NOUN,dep
低來,NOUN,dep
判斷,VERB,ROOT
晶圓,NOUN,nsubj
製造,VERB,acl
的,PART,mark
過程,NOUN,nsubj
是否,ADV,advmod
有,VERB,ccomp
誤,NOUN,dobj
。,PUNCT,punct
良品,NOUN,nsubj
率,PUNCT,ROOT
高時,VERB,ROOT
，,PUNCT,punct
表示,VERB,ROOT
晶圓,NOUN,compound:nn
製造,NOUN,compound:nn
過程,NOUN,nsubj
一,ADV,advmod
切,PUNCT,punct
正常,VERB,ccomp
，,PUNCT,punct
若良品,NOUN,nsubj
率過,ADV,advmod
低,VERB,conj
，,PUNCT,punct
則,ADV,advmod
表示,VERB,conj
在,ADP,case
晶圓,NOUN,nsubj
製造,VERB,acl
的,PART,mark
過程,NOUN,nmod:prep
中,PART,case
，,PUNCT,punct
有,VERB,ccomp
某些,DET,det
步驟,NOUN,nsubj
出現,VERB,ccomp
問題,NOUN,dobj
，,PUNCT,punct
必須,VERB,aux:modal
儘快,ADV,advmod
通知,VERB,conj
工程,NOUN,dobj
師檢,VERB,ccomp
查,VERB,ccomp
。,PUNCT,punct
" 
 
",SPACE,punct
（,PUNCT,punct
二,NUM,dep
）,PUNCT,punct
雷射,NOUN,compound:nn
修補,NOUN,nmod:topic
（,PUNCT,punct
Laser,PUNCT,dep
Repairing,PUNCT,dep
）,PUNCT,punct
" 
 
",SPACE,punct
雷射,NOUN,compound:nn
修補,NOUN,nmod:assmod
的,PART,case
目的,NOUN,nsubj
是,VERB,cop
修補,VERB,ccomp
那些,DET,det
尚,ADV,advmod
可,VERB,aux:modal
被,X,auxpass
修復,VERB,acl
的,PART,mark
不良品,NOUN,dobj
（,PUNCT,punct
有,VERB,dep
設計,NOUN,compound:nn
備份,ADJ,amod
電路,NOUN,nsubj
在,VERB,ccomp
其中者,NOUN,parataxis:prnmod
）,PUNCT,punct
，,PUNCT,punct
提高,VERB,conj
產品,NOUN,nmod:assmod
的,PART,case
良品,NOUN,dobj
率,PUNCT,punct
。,PUNCT,punct
當晶,NOUN,nmod:tmod
圓針,NOUN,nsubj
測,VERB,dep
完成,VERB,advmod:rcomp
後,PART,case
，,PUNCT,punct
擁有,VERB,acl
備份,ADJ,amod
電路,NOUN,dobj
的,PART,mark
產品,NOUN,nsubj
會與,ADP,case
其,PRON,nsubj
在,ADP,case
晶圓,NOUN,compound:nn
針,NOUN,nmod:prep
測時,VERB,case
所,PART,aux:prtmod
產生,VERB,acl
的,PART,mark
測試,NOUN,compound:nn
結果,NOUN,compound:nn
資料,NOUN,nmod:prep
一同,ADV,advmod
送往,VERB,conj
雷射,NOUN,compound:nn
修補,NOUN,dobj
機,NOUN,advmod:loc
中,PART,case
，,PUNCT,punct
這些,DET,det
資料,NOUN,nsubj
包括,VERB,conj
不良品,NOUN,nmod:assmod
的,PART,case
位置,NOUN,dep
，,PUNCT,punct
線路,NOUN,nmod:assmod
的,PART,case
配置,NOUN,ROOT
等,PART,etc
。,PUNCT,ROOT
雷射,NOUN,compound:nn
修,NOUN,compound:nn
補機,NOUN,nmod:assmod
的,PART,case
控制,NOUN,compound:nn
電腦,NOUN,nsubj
可,VERB,aux:modal
依,ADP,case
這些,DET,det
資料,NOUN,nmod:prep
，,PUNCT,punct
嘗試,VERB,ROOT
將晶,X,aux:ba
圓中,NOUN,nmod
的,PART,case
不良品,NOUN,dep
修復,VERB,ccomp
。,PUNCT,ROOT
" 
 
",SPACE,punct
（,PUNCT,punct
三,NUM,dep
）,PUNCT,punct
加溫,VERB,acl
烘烤,VERB,ROOT
（,PUNCT,punct
Baking,PUNCT,dep
）,PUNCT,punct
" 
 
",SPACE,punct
加溫,VERB,compound:nn
烘烤,NOUN,nsubj
是,VERB,cop
針測,NOUN,compound:nn
流程,NOUN,nmod
中,PART,case
的,PART,case
最後,ADJ,amod
一,NUM,nummod
項,NUM,mark:clf
作業,NOUN,ROOT
，,PUNCT,punct
加溫,VERB,acl
烘烤,VERB,compound:vc
的,PART,mark
目的,NOUN,nsubj
有,VERB,conj
「,PUNCT,punct
將點,X,aux:ba
在,ADP,case
晶粒,NOUN,nmod
上,PART,case
的,PART,case
紅墨水,NOUN,dep
烤乾,VERB,ccomp
」,PUNCT,punct
與,CCONJ,cc
「,PUNCT,punct
清理,VERB,dep
晶圓,NOUN,compound:nn
表面,NOUN,dobj
。,PUNCT,punct
經過,ADP,case
加溫,NOUN,nmod:prep
烘烤,VERB,acl
的,PART,mark
產品,NOUN,nsubj
，,PUNCT,punct
只要,SCONJ,advmod
有,VERB,dep
需求,NOUN,dobj
便,PUNCT,punct
可以,VERB,aux:modal
出貨,VERB,ROOT
」,PUNCT,punct
。,PUNCT,punct
" 
 
",SPACE,ROOT
五,NUM,dep
、,PUNCT,punct
封裝,NOUN,compound:nn
製程,NOUN,nmod:topic
" 
 
",SPACE,punct
電子,NOUN,compound:nn
封裝,NOUN,nsubj
（,PUNCT,punct
electronic,NOUN,compound:nn
packaging,NOUN,parataxis:prnmod
）,PUNCT,punct
，,PUNCT,punct
指,VERB,nsubj
的,PART,mark
是,VERB,cop
電子,NOUN,compound:nn
產品,NOUN,nsubj
生產,VERB,acl
的,PART,mark
過程,NOUN,advmod:loc
中,PART,case
，,PUNCT,punct
將,X,aux:ba
各,DET,dep
種,NUM,mark:clf
電子,NOUN,compound:nn
元件,NOUN,dep
，,PUNCT,punct
依,ADP,case
需要,NOUN,nmod:prep
而,PART,aux:prtmod
加以,VERB,ROOT
組裝,VERB,acl
、,PUNCT,punct
連接,NOUN,dep
的,PART,mark
製程,NOUN,dobj
。,PUNCT,punct
例如,ADV,advmod
，,PUNCT,punct
將晶圓,NOUN,nsubj
（,PUNCT,punct
wafer,NOUN,parataxis:prnmod
）,PUNCT,punct
製造,NOUN,compound:nn
製程,NOUN,compound:nn
加工,NOUN,nsubj
完成,VERB,advcl:loc
後,PART,case
所,PART,aux:prtmod
提供,VERB,acl
的,PART,mark
晶圓,NOUN,advmod:loc
中,PART,case
每,DET,punct
一,NUM,dep
顆,NUM,mark:clf
I,PUNCT,punct
C晶粒,NOUN,nsubj
（,PUNCT,punct
die,NOUN,parataxis:prnmod
）,PUNCT,punct
獨立,ADV,advmod
分離,VERB,ROOT
，,PUNCT,punct
並外,ADV,advmod
接信,VERB,conj
號線,NOUN,dobj
至導,NOUN,dep
線架,NOUN,dep
上並,PART,case
加以,VERB,conj
包覆,NOUN,dobj
。,PUNCT,ROOT
"
   
",SPACE,punct
隨著,ADP,case
IC,PUNCT,case
產品,NOUN,compound:nn
需求,NOUN,dep
量,PUNCT,nmod:assmod
的,PART,case
日益,PROPN,dep
提昇,NOUN,nmod:prep
，,PUNCT,punct
推動,VERB,ROOT
了,PUNCT,compound:nn
電子,NOUN,compound:nn
封裝,NOUN,compound:nn
產業,NOUN,nmod:assmod
的,PART,case
蓬勃,ADJ,amod
發展,NOUN,dobj
。,PUNCT,punct
而,ADV,advmod
在,ADP,case
電子,NOUN,compound:nn
製造,NOUN,compound:nn
技術,NOUN,nsubj
不斷,ADV,advmod
發展,VERB,nmod:prep
演進,VERB,dep
，,PUNCT,punct
以及,CCONJ,cc
IC,PUNCT,compound:nn
晶片,NOUN,dep
「,PUNCT,punct
輕,VERB,amod
、,PUNCT,punct
薄,VERB,conj
、,PUNCT,punct
短,VERB,conj
、,PUNCT,punct
小,VERB,conj
、,PUNCT,punct
高,ADJ,amod
功能,NOUN,dep
」,PUNCT,punct
的,PART,case
要求,NOUN,dep
下,PART,case
，,PUNCT,punct
亦,ADV,advmod
使得,VERB,ROOT
封裝,NOUN,compound:nn
技術,NOUN,dobj
不斷,ADV,advmod
推陳,VERB,ccomp
出新,VERB,compound:vc
，,PUNCT,punct
以,PART,aux:prtmod
符合,VERB,conj
電子,NOUN,compound:nn
產品,NOUN,nmod:assmod
的,PART,case
需要,NOUN,dobj
，,PUNCT,punct
並進,ADV,punct
而,ADV,advmod
充分,ADV,advmod
發揮,VERB,conj
其,PRON,compound:nn
功能,NOUN,dobj
。,PUNCT,ROOT
"
 
",SPACE,punct
封裝,NOUN,nmod:assmod
的,PART,case
目的,NOUN,nsubj
主要,ADV,advmod
有,VERB,ROOT
「,PUNCT,punct
電力,NOUN,compound:nn
傳送,NOUN,conj
」,PUNCT,punct
、,PUNCT,punct
「,PUNCT,punct
訊號,NOUN,compound:nn
輸送,NOUN,conj
」,PUNCT,punct
、,PUNCT,punct
「,PUNCT,punct
熱,NOUN,nmod:assmod
的,PART,case
去除,NOUN,conj
」,PUNCT,punct
與,CCONJ,cc
「,PUNCT,punct
電路,NOUN,compound:nn
保護,NOUN,dobj
」,PUNCT,punct
。,PUNCT,punct
" 
 
",SPACE,punct
所有,DET,det
電子,NOUN,compound:nn
產品,NOUN,nsubj
皆,ADV,advmod
以,ADP,case
「,PUNCT,punct
電,NOUN,nmod:prep
」,PUNCT,punct
為,VERB,conj
能源,NOUN,dobj
，,PUNCT,punct
然而,ADV,advmod
電力,NOUN,nmod:assmod
的,PART,case
傳送,NOUN,nsubj
必須,VERB,xcomp
經過,ADP,case
線路,NOUN,nmod:assmod
的,PART,case
連,PUNCT,dep
接方,NOUN,nmod:prep
可,VERB,aux:modal
達成,VERB,conj
，,PUNCT,punct
IC,PUNCT,compound:nn
封裝,NOUN,nsubj
即可,VERB,aux:modal
達到,VERB,conj
此,DET,det
一,NUM,dep
功能,NOUN,dobj
。,PUNCT,punct
而,ADV,advmod
線路,NOUN,dep
連接,VERB,advcl:loc
之後,PART,case
，,PUNCT,punct
各,DET,det
電子,NOUN,compound:nn
元件,NOUN,nmod
間,PART,case
的,PART,case
訊號,NOUN,compound:nn
傳遞,NOUN,nsubj
自然,ADV,advmod
