Segmented Element,POS,Dependecies
(,PUNCT,punct
dry,ADJ,amod
"
",SPACE,nmod:assmod
etch,NOUN,dep
)與,PUNCT,punct
濕蝕,NOUN,amod
刻法,NOUN,dobj
(,PUNCT,punct
wet,ADJ,dep
etch,NOUN,parataxis:prnmod
),PUNCT,punct
"
",SPACE,punct
兩種,NUM,mark:clf
。,PUNCT,punct
乾蝕,NOUN,compound:nn
刻法,NOUN,nsubj
是,VERB,cop
利用,VERB,xcomp
離子,NOUN,compound:nn
束,NOUN,dobj
"
",SPACE,ccomp
清除,VERB,ROOT
未,ADV,advmod
受,VERB,acl
光阻,NOUN,nsubj
保護,VERB,ccomp
區域,NOUN,dobj
的,PART,mark
材料,NOUN,compound:nn
"
",SPACE,dep
方法,NOUN,dobj
。,PUNCT,punct
其,PRON,compound:nn
優點,NOUN,nsubj
在,VERB,ROOT
不等,ADJ,amod
向,ADJ,amod
蝕刻性,NOUN,dobj
"
",SPACE,punct
較高,VERB,ROOT
。,PUNCT,ROOT
在,ADP,case
積體,ADJ,compound:nn
電路,NOUN,compound:nn
製作,NOUN,compound:nn
步驟,NOUN,nmod:prep
中,PART,case
，,PUNCT,punct
蝕刻,VERB,dep
"
",SPACE,conj
形成,VERB,conj
圖形,NOUN,dobj
為,VERB,cop
必經,VERB,acl
步驟,NOUN,ROOT
，,PUNCT,punct
較複,VERB,advmod
雜,VERB,amod
"
",SPACE,acl
的,PART,mark
積體,NOUN,amod
電路,NOUN,nmod:topic
，,PUNCT,punct
利用,VERB,dep
光罩,NOUN,dobj
形成,VERB,conj
圖,NOUN,dobj
"
",SPACE,acl
形,NOUN,dobj
的,PART,mark
次數達,NOUN,dep
三十,NUM,advmod:loc
次,NUM,mark:clf
以上,PART,case
。,PUNCT,punct
微影,NOUN,nsubj
成形,VERB,ROOT
(,PUNCT,punct
Lithography,PUNCT,compound:nn
Patterning,PUNCT,dep
),PUNCT,punct
15,NUM,ROOT
years,NOUN,ROOT
"
",SPACE,punct
5,NOUN,ROOT
years,NOUN,ROOT
"
",SPACE,ROOT
a,NOUN,dep
go,NOUN,case
"
",SPACE,ROOT
a,NOUN,ROOT
go,NOUN,ROOT
"


",SPACE,ROOT
無塵室,NOUN,compound:nn
環境,NOUN,ROOT
(,PUNCT,punct
Clean,PUNCT,name
Room,PUNCT,punct
Environment,PUNCT,parataxis:prnmod
),PUNCT,ROOT
One,PUNCT,ROOT
hair,NOUN,nsubj
will,VERB,xcomp
destroy,ADJ,ROOT
thous,NOUN,dep
ands,NOUN,dep
of,ADP,case
devices,NOUN,nmod:prep
on,ADP,case
a,NUM,dep
chip,NOUN,nmod:prep
.,PUNCT,punct
"



",SPACE,punct
摻雜,VERB,dep
(,PUNCT,punct
Doping,PUNCT,dep
),PUNCT,punct
–,PUNCT,punct
離子,NOUN,compound:nn
植入,NOUN,dep
(,PUNCT,punct
Ion,PUNCT,dep
Implantat,PUNCT,punct
on,INTJ,ROOT
),PUNCT,punct
矽晶,NOUN,advmod:loc
中,PART,case
一般,ADV,advmod
均,ADV,advmod
須,VERB,xcomp
加入,VERB,ROOT
電活性,ADJ,amod
雜質,NOUN,compound:nn
原子,NOUN,dobj
(如,PUNCT,punct
三價,NUM,nmod:assmod
的,PART,case
硼,NOUN,dep
，,PUNCT,punct
五,NUM,dep
價,NUM,mark:clf
的,PART,case
砷,NOUN,conj
或,CCONJ,cc
磷,NOUN,parataxis:prnmod
),PUNCT,punct
，,PUNCT,punct
來,PART,aux:prtmod
控制,VERB,conj
半,NOUN,dobj
導體,NOUN,dobj
，,PUNCT,punct
形成,VERB,conj
P,PUNCT,conj
、,PUNCT,punct
N,PUNCT,punct
"
",SPACE,dobj
接面,NOUN,compound:nn
電,NOUN,amod
晶體,NOUN,dobj
。,PUNCT,punct
摻入,VERB,acl
雜質,NOUN,dobj
的,PART,mark
方法,NOUN,nsubj
包括,VERB,ROOT
擴散法,NOUN,conj
及,CCONJ,cc
離子,NOUN,compound:nn
佈植法,NOUN,dobj
。,PUNCT,punct
離子,NOUN,compound:nn
佈植法,NOUN,nsubj
因,ADP,case
在,ADP,case
雜質,NOUN,compound:nn
濃度,NOUN,conj
、,PUNCT,punct
縱深,ADJ,amod
分佈,NOUN,conj
"
",SPACE,punct
及,CCONJ,cc
純度,NOUN,compound:nn
控制,NOUN,compound:nn
方面,NOUN,nmod:prep
遠較,ADV,case
擴散法,NOUN,nmod:prep
優越,VERB,nmod:prep
，,PUNCT,punct
在,ADP,case
大型,ADJ,amod
積體,NOUN,compound:nn
電路,NOUN,compound:nn
製作,NOUN,nmod:prep
上,PART,case
已,ADV,advmod
被,X,auxpass
廣泛,ADV,advmod
應用,VERB,ROOT
。,PUNCT,punct
其,PRON,compound:nn
方法,NOUN,nsubj
是,VERB,cop
利用,VERB,ROOT
加速器,NOUN,dobj
"
",SPACE,dep
將高,ADJ,amod
能量,NOUN,compound:nn
雜質,NOUN,compound:nn
離子,NOUN,dep
植入,VERB,conj
矽晶,NOUN,compound:nn
表面,NOUN,advmod:loc
中,PART,case
。,PUNCT,punct
因,ADP,case
高,ADJ,amod
能量,NOUN,compound:nn
離子,NOUN,nsubj
常,ADV,advmod
會,VERB,aux:modal
破壞,VERB,ROOT
矽晶,NOUN,compound:nn
表面,NOUN,compound:nn
晶體,NOUN,compound:nn
結構,NOUN,dobj
，,PUNCT,punct
造成,VERB,conj
輻射,NOUN,compound:nn
損傷,NOUN,dobj
，,PUNCT,punct
"
",SPACE,punct
生成,VERB,conj
各,DET,nummod
種,NUM,mark:clf
缺陷,NOUN,dobj
。,PUNCT,punct
生成,VERB,acl
的,PART,mark
缺陷,NOUN,nsubj
對矽,NOUN,compound:nn
晶電性,NOUN,nmod:prep
往往,ADV,advmod
有,VERB,ROOT
不良,VERB,amod
的,PART,mark
影響,NOUN,dobj
，,PUNCT,punct
因此,ADV,advmod
在,ADP,case
離子,NOUN,nsubj
佈植,VERB,nmod:prep
後,PART,case
必須,VERB,aux:modal
有,VERB,conj
一,NUM,nummod
段,NUM,mark:clf
熱處,NOUN,compound:nn
"
",SPACE,nummod
理,NOUN,nmod:assmod
的,PART,case
步驟,NOUN,dobj
，,PUNCT,punct
以,PART,aux:prtmod
去除,VERB,conj
晶體,NOUN,nmod
中,PART,case
的,PART,case
缺陷,NOUN,dobj
或,CCONJ,cc
減低,VERB,conj
其,PRON,compound:nn
密度,NOUN,dobj
。,PUNCT,punct
"

",SPACE,punct
摻雜,VERB,punct
(,PUNCT,punct
Doping,PUNCT,parataxis:prnmod
),PUNCT,punct
–,PUNCT,punct
擴散,VERB,dobj
(,PUNCT,punct
Diffusion,PUNCT,parataxis:prnmod
),PUNCT,punct
"
",SPACE,punct
熱,NOUN,compound:nn
處理,NOUN,nsubj
(,PUNCT,punct
Heat,PUNCT,parataxis:prnmod
Treatment,PUNCT,parataxis:prnmod
),PUNCT,punct
在,ADP,case
離子,NOUN,nsubj
佈植,VERB,nmod:prep
後,PART,case
必須,VERB,aux:modal
有,VERB,ROOT
一,NUM,nummod
段,NUM,mark:clf
熱,NOUN,compound:nn
處理,NOUN,nmod:assmod
的,PART,case
步驟,NOUN,dobj
，,PUNCT,punct
去除,VERB,conj
晶體,NOUN,nmod
中,PART,case
的,PART,case
缺陷,NOUN,dobj
或,CCONJ,cc
減低,VERB,conj
其,PRON,compound:nn
密度,NOUN,dobj
。,PUNCT,punct
熱,NOUN,compound:nn
處理,NOUN,nsubj
通常,ADV,advmod
在,ADP,case
石英,NOUN,compound:nn
"
",SPACE,nmod:prep
管惰性,ADJ,amod
氣體,NOUN,advmod:loc
中,PART,case
進行,VERB,ROOT
。,PUNCT,punct
熱,NOUN,compound:nn
處理,NOUN,compound:nn
溫度,NOUN,nsubj
一般,ADV,advmod
在,VERB,ROOT
攝氏,NOUN,dep
1100,NUM,advmod:loc
度,NUM,mark:clf
以下,PART,case
。,PUNCT,punct
時間,NOUN,ROOT
則視,VERB,advmod
消除,VERB,acl
缺陷,NOUN,conj
及,CCONJ,cc
雜質,NOUN,compound:nn
分佈,NOUN,dobj
的,PART,mark
需要,NOUN,dobj
"
",SPACE,punct
而,PART,aux:prtmod
定,VERB,conj
。,PUNCT,ROOT
"
",SPACE,punct
快速,ADJ,amod
高溫,NOUN,compound:nn
處理,NOUN,dep
"
",SPACE,punct
快速,ADJ,amod
高溫,NOUN,compound:nn
處理,NOUN,compound:nn
（,PUNCT,punct
RTP,PUNCT,dep
：,PUNCT,punct
Rapid,PUNCT,compound:nn
Thermal,PUNCT,compound:nn
Processing,PUNCT,parataxis:prnmod
）,PUNCT,punct
為,VERB,cop
電晶,NOUN,compound:nn
體與,NOUN,dep
電容,NOUN,dep
成形,NOUN,compound:nn
過程,NOUN,dep
中,PART,case
重要,VERB,amod
的,PART,mark
步驟,NOUN,compound:nn
之,NOUN,ROOT
"
",SPACE,punct
一,NOUN,ROOT
，,PUNCT,punct
可,VERB,aux:modal
用來,VERB,conj
修正,VERB,ccomp
薄膜性,NOUN,compound:nn
質與,NOUN,cc
製程,NOUN,compound:nn
結果,NOUN,dobj
。,PUNCT,punct
在,ADP,case
此,DET,det
短,ADV,advmod
暫且,ADV,advmod
精確,ADV,advmod
控制,VERB,acl
的,PART,mark
高溫,NOUN,amod
處理,NOUN,compound:nn
過程,NOUN,nmod:prep
中,PART,case
，,PUNCT,punct
晶圓,NOUN,compound:nn
溫度,NOUN,nsubj
可,VERB,aux:modal
在,ADP,case
"
",SPACE,nmod:prep
短短,ADV,advmod
10,NUM,nummod
秒,NUM,mark:clf
內自室,NOUN,case
溫,NOUN,nsubj
快速,ADV,advmod
升至,VERB,ROOT
1000,NUM,nummod
℃,NUM,mark:clf
高溫,NOUN,dobj
。,PUNCT,punct
快速,ADJ,amod
高溫,NOUN,compound:nn
處理,NOUN,nsubj
通常,ADV,advmod
用於,VERB,ROOT
回火,NOUN,compound:nn
製程,NOUN,dobj
（,PUNCT,punct
annealing,NOUN,parataxis:prnmod
）,PUNCT,punct
，,PUNCT,punct
負責,VERB,conj
"
",SPACE,punct
控制,VERB,ccomp
元件,NOUN,dep
內摻,VERB,case
質,ADJ,amod
原子,NOUN,nmod:assmod
之,PART,case
均,NOUN,dobj
勻度,NOUN,dobj
，,PUNCT,punct
也,ADV,advmod
可,VERB,aux:modal
用來,VERB,conj
進行,VERB,ccomp
矽化,ADJ,compound:nn
金屬,NOUN,dobj
，,PUNCT,punct
及,CCONJ,cc
透過,ADP,case
高溫,NOUN,nmod:prep
產生,VERB,conj
含矽化,VERB,dobj
之,PART,mark
化合物,NOUN,dep
與矽,NOUN,dobj
"
",SPACE,punct
化鈦,NOUN,dobj
等,PART,etc
。,PUNCT,ROOT
"


",SPACE,ROOT
IC,PUNCT,punct
封裝,NOUN,ROOT
(,PUNCT,punct
IC,PUNCT,parataxis:prnmod
Package,PUNCT,parataxis:prnmod
),PUNCT,ROOT
"
",SPACE,ROOT
積體,NOUN,compound:nn
電路,NOUN,nsubj
在,ADP,case
製程,NOUN,nmod:prep
中,PART,case
，,PUNCT,punct
均,ADV,advmod
在,ADP,case
一,NUM,dep
晶元,NOUN,nmod:prep
上,PART,case
同,ADV,advmod
時製,VERB,ROOT
"
",SPACE,punct
作許,VERB,ROOT
多,NUM,dep
5,NUM,dep
-,CCONJ,cc
10,NUM,nummod
毫米,NUM,mark:clf
大小,NOUN,compound:nn
長方形,ADJ,compound:nn
晶片,NOUN,dobj
。,PUNCT,punct
各,DET,det
晶片,NOUN,nsubj
"
",SPACE,ROOT
含高,VERB,dep
達百,NUM,acl
萬,NUM,dep
個電路,NOUN,compound:nn
基組,NOUN,dobj
。,PUNCT,punct
經切,VERB,advcl:loc
割後,VERB,case
，,PUNCT,punct
各,DET,det
晶,NOUN,nsubj
"
",SPACE,punct
片須,NOUN,nsubj
焊黏,VERB,ROOT
於電路,NOUN,compound:nn
基板,NOUN,nmod:prep
，,PUNCT,punct
再,ADV,advmod
分別,ADV,advmod
構裝,VERB,conj
才能,VERB,advmod
應,VERB,conj
"
",SPACE,punct
用,VERB,conj
。,PUNCT,punct
構裝,NOUN,nsubj
包括,VERB,ROOT
封裝,NOUN,conj
及,CCONJ,cc
接線,NOUN,dobj
，,PUNCT,punct
封裝,NOUN,dep
的,PART,dep
日,NOUN,dep
的,PART,case
在,ADP,case
防止,VERB,conj
"
",SPACE,punct
積體,ADJ,amod
電路,NOUN,dep
的,PART,case
受潮,NOUN,dep
、,PUNCT,punct
受蝕,VERB,dep
、,PUNCT,punct
碰損,VERB,dep
，,PUNCT,punct
增加,VERB,conj
導熱,ADJ,dobj
"
",SPACE,dep
能力,NOUN,dobj
，,PUNCT,punct
而,ADV,advmod
可,VERB,aux:modal
在,ADP,case
較惡劣,VERB,amod
的,PART,mark
情況,NOUN,nmod:prep
下,PART,case
操作,VERB,conj
。,PUNCT,punct
接線,NOUN,nsubj
"
",SPACE,ROOT
則使,ADV,conj
積體,ADJ,amod
電路,NOUN,dobj
得以,VERB,xcomp
對外,ADV,advmod
輸入,VERB,ccomp
、,PUNCT,punct
輸出,VERB,conj
訊號,NOUN,dobj
，,PUNCT,punct
"
",SPACE,nsubj
對微,ADP,case
電子,NOUN,compound:nn
產品,NOUN,compound:nn
性能,NOUN,conj
、,PUNCT,punct
價格,NOUN,conj
和,CCONJ,cc
可靠性,NOUN,nmod:prep
都,ADV,advmod
有,VERB,conj
很,ADV,advmod
"
",SPACE,ROOT
大,ADJ,amod
影響,NOUN,dobj
。,PUNCT,punct
IC,PUNCT,det
封裝,NOUN,ROOT
(,PUNCT,punct
IC,PUNCT,name
Package,PUNCT,dep
),PUNCT,punct
"


",SPACE,name
FET,PUNCT,nsubj
and,CCONJ,cc
BJT,PUNCT,name
Process,PUNCT,compound:nn
Flow,NOUN,compound:nn
"


",SPACE,ROOT
IC,PUNCT,dep
fabrication,NOUN,ROOT
"
",SPACE,ROOT
of,ADP,case
a,NUM,dep
NOR,PUNCT,punct
gate,NOUN,ROOT
"


",SPACE,ROOT
半導體,NOUN,compound:nn
製程,NOUN,compound:nn
簡介,NOUN,ROOT
"
",SPACE,ROOT
整理,VERB,ROOT
：,PUNCT,ROOT
張奇,PROPN,compound:nn
龍,PROPN,compound:nn
博士,NOUN,ROOT
"
",SPACE,ROOT
資料,NOUN,compound:nn
來源,NOUN,dep
：,PUNCT,punct
台灣,PROPN,nmod:assmod
應用,NOUN,compound:nn
材料,NOUN,compound:nn
(,PUNCT,punct
股),PUNCT,dep
公司,NOUN,ROOT
"


",SPACE,ROOT
資料,NOUN,compound:nn
來源,NOUN,dep
：,PUNCT,punct
台灣,PROPN,nmod:assmod
應用,NOUN,amod
材料,NOUN,compound:nn
(,PUNCT,punct
股),PUNCT,dep
公司,NOUN,compound:nn
"
",SPACE,ROOT
整理,VERB,ROOT
：,PUNCT,ROOT
張奇,PROPN,ROOT
龍,PROPN,nmod:topic
"
",SPACE,punct
晶圓,NOUN,dep
（,PUNCT,punct
Wafer,PUNCT,parataxis:prnmod
）,PUNCT,punct
"
",SPACE,punct
晶圓,NOUN,nmod:assmod
（,PUNCT,punct
Wafer,PUNCT,parataxis:prnmod
）,PUNCT,punct
的,PART,case
生產,NOUN,nsubj
由,ADP,case
砂,NOUN,nmod:prep
即,ADV,advmod
（,PUNCT,punct
二氧化矽,NOUN,parataxis:prnmod
）,PUNCT,punct
開始,VERB,ROOT
，,PUNCT,punct
經由,ADP,case
電弧,NOUN,compound:nn
爐,NOUN,nsubj
"
",SPACE,nsubj
的,PART,case
提煉,NOUN,nmod:prep
還,VERB,ROOT
原成,VERB,advmod:rcomp
冶,ADJ,dep
煉級,ADJ,amod
的,PART,case
矽,NOUN,dobj
，,PUNCT,punct
再,ADV,advmod
經,ADP,case
由,ADP,case
鹽酸,NOUN,compound:nn
氯化,NOUN,nmod:prep
，,PUNCT,punct
產生,VERB,conj
三氯化矽,NOUN,dobj
，,PUNCT,punct
經,ADP,case
"
",SPACE,nmod:prep
蒸餾,NOUN,compound:vc
純化,VERB,advcl:loc
後,PART,case
，,PUNCT,punct
透過,ADP,case
慢速,ADJ,amod
分,NOUN,compound:nn
解過程,NOUN,nmod:prep
，,PUNCT,punct
製成,VERB,conj
棒狀,ADJ,conj
或,CCONJ,cc
粒狀,NOUN,dep
的,PART,case
「,PUNCT,punct
多,ADJ,amod
晶矽,NOUN,dobj
」,PUNCT,punct
。,PUNCT,punct
"
",SPACE,punct
一般,ADJ,amod
晶圓,NOUN,compound:nn
製,NOUN,compound:nn
造廠,NOUN,nsubj
，,PUNCT,punct
將多,ADJ,dep
晶矽,NOUN,dep
融解,VERB,advcl:loc
後,PART,case
，,PUNCT,punct
再,ADV,advmod
利用,VERB,conj
矽晶,NOUN,compound:nn
種,NOUN,dobj
慢慢,ADV,advmod
拉出,VERB,conj
單晶,ADJ,dobj
"
",SPACE,punct
矽,NOUN,compound:nn
晶棒,NOUN,dobj
。,PUNCT,punct
一,NUM,nummod
支,NUM,mark:clf
85,NUM,dep
公分,NUM,mark:clf
長,VERB,amod
，,PUNCT,punct
重,VERB,conj
76,NUM,nmod:range
.,NUM,dep
6,NUM,nmod:range
公斤,NUM,mark:clf
的,PART,mark
8,NUM,nummod
吋,NUM,mark:clf
矽,NOUN,compound:nn
晶棒,NOUN,nsubj
，,PUNCT,punct
約,ADV,advmod
需,VERB,ROOT
2,NUM,nummod
天,NUM,mark:clf
"
",SPACE,ROOT
半時間,NOUN,dep
長成,VERB,conj
。,PUNCT,punct
經,ADP,case
研磨,VERB,nmod:prep
、,PUNCT,punct
拋光,VERB,conj
、,PUNCT,punct
切片,VERB,dep
後,PART,case
，,PUNCT,punct
即,ADV,advmod
成半,NOUN,ROOT
導體,NOUN,nmod:assmod
之,PART,case
原料,NOUN,compound:nn
晶圓片,NOUN,dobj
。,PUNCT,punct
光學,NOUN,compound:nn
顯影,NOUN,nmod:topic
"
",SPACE,punct
光學,NOUN,compound:nn
顯影,NOUN,nsubj
是,VERB,cop
在,ADP,case
光阻,NOUN,nmod:prep
上,PART,case
經過,ADP,case
曝光,VERB,conj
和,CCONJ,cc
顯影,VERB,nmod:assmod
的,PART,mark
程序,NOUN,nmod:prep
，,PUNCT,punct
把,X,aux:ba
光罩,NOUN,nmod
上,PART,case
的,PART,case
圖,NOUN,dep
"
",SPACE,dep
形轉,VERB,ROOT
換到,VERB,advmod:rcomp
光阻,NOUN,compound:nn
下面,NOUN,nmod:assmod
的,PART,case
薄膜層,NOUN,conj
或,CCONJ,cc
矽晶,NOUN,advmod:loc
上,PART,case
。,PUNCT,punct
光學,NOUN,compound:nn
顯影,NOUN,nsubj
主要,ADV,advmod
包含,VERB,ROOT
了,PART,aux:asp
光阻,NOUN,compound:nn
"
",SPACE,acl
塗佈,NOUN,conj
、,PUNCT,punct
烘烤,NOUN,conj
、,PUNCT,punct
光罩,NOUN,compound:nn
對準,NOUN,conj
、,PUNCT,punct
曝光,NOUN,conj
和,CCONJ,cc
顯影,NOUN,compound:nn
等,PART,etc
程序,NOUN,dobj
。,PUNCT,punct
小,ADJ,amod
尺寸,NOUN,nmod:assmod
之,PART,case
顯,NOUN,compound:nn
像,NOUN,compound:nn
解析,NOUN,nsubj
"
",SPACE,amod
度,NOUN,nsubj
，,PUNCT,punct
更,ADV,advmod
在,ADP,case
IC,PUNCT,compound:nn
製程,NOUN,nmod:assmod
的,PART,case
進步,NOUN,nmod:prep
上,PART,case
，,PUNCT,punct
扮演,VERB,ROOT
著,PART,aux:asp
最,ADV,advmod
關鍵,VERB,amod
的,PART,mark
角色,NOUN,dobj
。,PUNCT,punct
由,ADP,case
於光學,NOUN,advmod:loc
上,PART,case
"
",SPACE,nmod
的,PART,case
需要,NOUN,ROOT
，,PUNCT,punct
此,DET,det
段,NUM,mark:clf
製程,NOUN,nmod:assmod
之,PART,case
照,NOUN,nsubj
明採,VERB,nsubj
用,VERB,ROOT
偏,VERB,acl
黃色,NOUN,dobj
的,PART,mark
可,ADJ,amod
見光,NOUN,dobj
。,PUNCT,punct
因此,ADV,advmod
俗稱,VERB,ROOT
此,DET,det
區為,NOUN,dobj
"
",SPACE,punct
黃光區,NOUN,dobj
。,PUNCT,punct
乾式,ADJ,amod
蝕刻,NOUN,nmod:topic
"
",SPACE,nmod:prep
在,ADP,case
半導,ADJ,amod
的,PART,case
體,NOUN,compound:nn
製程,NOUN,nmod:prep
中,PART,case
，,PUNCT,punct
蝕刻,NOUN,nsubjpass
被,X,auxpass
用,VERB,ROOT
來將,X,ccomp
某,DET,det
種材,NOUN,dep
質自,NOUN,case
晶圓,NOUN,compound:nn
表面上,NOUN,nmod:prep
移,VERB,ccomp
"
",SPACE,punct
除,VERB,ccomp
。,PUNCT,ROOT
乾式,ADJ,amod
蝕刻,NOUN,nsubj
（,PUNCT,punct
又,ADV,advmod
稱為,VERB,parataxis:prnmod
電漿,NOUN,compound:nn
蝕刻,NOUN,dobj
）,PUNCT,punct
是,VERB,cop
目前,NOUN,nmod:tmod
最,ADV,advmod
常用,VERB,amod
的,PART,mark
蝕刻,NOUN,compound:nn
方式,NOUN,ROOT
，,PUNCT,punct
其,PRON,nsubj
"
",SPACE,nmod:prep
以,ADP,case
氣體,NOUN,nmod:prep
作為,VERB,conj
主要,ADJ,amod
的,PART,case
蝕刻,NOUN,compound:nn
媒介,NOUN,dobj
，,PUNCT,punct
並藉,ADP,case
由,ADP,case
電漿,NOUN,compound:nn
能量,NOUN,nmod:prep
來驅,VERB,nmod:prep
動,VERB,conj
反應,NOUN,dobj
。,PUNCT,punct
電漿,NOUN,nsubj
"
",SPACE,punct
對,ADP,case
蝕刻,NOUN,compound:nn
製程,NOUN,nmod:prep
有,VERB,ROOT
物理性,NOUN,conj
與化,NOUN,cc
學性,NOUN,compound:nn
兩,NUM,dep
方面,NOUN,nmod:assmod
的,PART,case
影響,NOUN,dobj
。,PUNCT,punct
首先,ADV,advmod
，,PUNCT,punct
電漿,NOUN,nsubj
會將,VERB,aux:ba
蝕,VERB,acl
"
",SPACE,compound:nn
刻氣,NOUN,compound:nn
體,NOUN,compound:nn
分子,NOUN,dep
分解,VERB,ROOT
，,PUNCT,punct
產生,VERB,conj
能,VERB,aux:modal
夠,VERB,aux:modal
快速,ADV,advmod
蝕去,VERB,acl
材料,NOUN,dobj
的,PART,mark
高活性,ADJ,amod
分子,NOUN,dobj
。,PUNCT,punct
此外,ADV,advmod
，,PUNCT,punct
"
",SPACE,punct
電漿,NOUN,nsubj
也,ADV,advmod
會,VERB,aux:modal
把,X,aux:ba
這些,DET,det
化學,NOUN,compound:nn
成份,NOUN,dep
離子化,VERB,ROOT
，,PUNCT,punct
使,VERB,conj
其,PRON,dobj
帶有,VERB,ccomp
電荷,NOUN,dobj
。,PUNCT,punct
晶圓,NOUN,nsubj
係置,VERB,ROOT
於帶,VERB,conj
"
",SPACE,punct
負電,NOUN,dobj
的,PART,mark
陰極,NOUN,advmod:loc
之上,PART,case
，,PUNCT,punct
因此,ADV,advmod
當帶,VERB,acl
正,ADJ,amod
電荷,NOUN,dobj
的,PART,mark
離子,NOUN,nsubjpass
被,X,auxpass
陰極,NOUN,nsubj
吸引,VERB,nmod:prep
並,CCONJ,cc
加速,VERB,conj
向,ADP,case
陰,NOUN,nmod:prep
"
",SPACE,dep
極方,NOUN,compound:nn
向前,VERB,conj
進時,VERB,case
，,PUNCT,punct
會以,ADP,case
垂直,ADJ,amod
角度,NOUN,nmod:prep
撞擊,VERB,conj
到,VERB,advmod:rcomp
晶圓,NOUN,compound:nn
表面,NOUN,dobj
。,PUNCT,punct
晶片,NOUN,compound:nn
製造商,NOUN,nsubj
即,ADV,advmod
是,VERB,cop
"
",SPACE,punct
運用,VERB,ROOT
此,DET,det
特性,NOUN,dobj
來獲,VERB,conj
得,VERB,conj
絕佳,VERB,amod
的,PART,mark
垂直蝕刻,NOUN,dobj
，,PUNCT,punct
而,ADV,advmod
後者,NOUN,nsubj
也,ADV,advmod
是,VERB,cop
乾式,ADJ,amod
蝕刻,NOUN,nmod:assmod
的,PART,case
重要,ADJ,amod
"
",SPACE,amod
角色,NOUN,conj
。,PUNCT,punct
基本上,ADV,ROOT
，,PUNCT,case
隨著,ADP,case
所,PART,aux:prtmod
欲,VERB,xcomp
去除,VERB,acl
的,PART,mark
材質,NOUN,conj
與所,CCONJ,cc
使用,VERB,acl
的,PART,mark
蝕刻化,NOUN,compound:nn
學物,NOUN,compound:nn
質,NOUN,nmod:assmod
之,PART,case
不,NOUN,nmod:prep
"
",SPACE,case
同,NOUN,nmod:prep
，,PUNCT,punct
蝕刻,NOUN,nsubj
由,ADP,case
下列,ADJ,amod
兩種,NUM,dep
模式,NOUN,nmod:prep
單獨,VERB,dep
或,CCONJ,cc
混會,VERB,advmod
進行,VERB,conj
：,PUNCT,punct
"
",SPACE,punct
1.,NUM,dep
"

",SPACE,punct
電漿,NOUN,compound:nn
內部,NOUN,nsubj
所,PART,aux:prtmod
產生,VERB,acl
的,PART,mark
活性,ADJ,amod
反應,NOUN,compound:nn
離子,NOUN,conj
與,CCONJ,cc
自由,NOUN,nsubj
基在,ADP,case
撞擊,VERB,nmod:prep
晶圓,NOUN,compound:nn
表面,NOUN,dobj
"
",SPACE,nmod:prep
後,PART,case
，,PUNCT,punct
將與,ADP,case
某,DET,det
特定,ADJ,amod
成份,NOUN,nmod:assmod
之,PART,case
表,NOUN,compound:nn
面材,NOUN,compound:nn
質起,VERB,dep
化學,NOUN,compound:nn
反應,NOUN,dobj
而,PART,aux:prtmod
使,VERB,conj
之氣化,VERB,ccomp
。,PUNCT,punct
如,ADV,advmod
"
",SPACE,punct
此,ADV,advmod
即,ADV,advmod
可將,VERB,aux:ba
表面,NOUN,compound:nn
材質,NOUN,dep
移出,VERB,ROOT
晶圓,NOUN,compound:nn
表面,NOUN,dobj
，,PUNCT,punct
並透過,ADP,case
抽氣,NOUN,compound:nn
動作,NOUN,nmod:prep
將,X,aux:ba
其,PRON,dep
排出,VERB,conj
。,PUNCT,punct
2,NUM,dep
.,PUNCT,punct
"

",SPACE,punct
電漿,NOUN,compound:nn
離子,NOUN,nsubj
可,VERB,aux:modal
因,ADP,case
加速,NOUN,nmod:prep
而,PART,aux:prtmod
具有,VERB,ROOT
足夠,VERB,amod
的,PART,mark
動能,NOUN,dobj
來扯,VERB,conj
斷薄膜,NOUN,nmod:assmod
的,PART,case
化學鍵,NOUN,dobj
，,PUNCT,punct
"
",SPACE,punct
進,ADV,advmod
而,ADV,advmod
將晶,NOUN,compound:nn
圓表,NOUN,compound:nn
面材,NOUN,compound:nn
質,NOUN,compound:nn
分子,NOUN,dep
一個個,NUM,advmod:dvp
的,PART,mark
打擊,VERB,conj
或,CCONJ,cc
濺擊,VERB,conj
（,PUNCT,punct
sputtering,VERB,parataxis:prnmod
）,PUNCT,punct
出,VERB,advmod:rcomp
"
",SPACE,punct
來,VERB,advmod:rcomp
。,PUNCT,ROOT
"
",SPACE,punct
1,NUM,dep
"


",SPACE,ROOT
化學,NOUN,compound:nn
氣相,NOUN,compound:nn
沉積,NOUN,compound:nn
"
",SPACE,punct
化學,NOUN,compound:nn
氣相,NOUN,compound:nn
沉積,NOUN,nsubj
是,VERB,cop
製造微,VERB,advcl:loc
電子,NOUN,compound:nn
元件,NOUN,dobj
時,PART,case
，,PUNCT,punct
被,X,auxpass
用,VERB,acl
來沉,VERB,ccomp
積出,VERB,advmod:rcomp
某,DET,det
種,NUM,mark:clf
薄膜,NOUN,dobj
"
",SPACE,punct
(film,NOUN,compound:nn
),PUNCT,punct
的,PART,mark
技,NOUN,parataxis:prnmod
術,NOUN,ROOT
，,PUNCT,punct
所,PART,aux:prtmod
沉,VERB,acl
積,VERB,acl
出,VERB,advmod:rcomp
的,PART,mark
