Entity,EntityIndex,Relation,RelationIndex
"['環境議題', '能源消耗', '溫\n暖化議題', '中及']","[3, 6, 12, 16]","['較重視', '為']","[0, 4]"
"['四個', '議題之廠', '據', '運算結果', '情形彙整', '4.1-']","[1, 5, 7, 11, 14, 18]","['經過', '如', '表']","[8, 15, 16]"
[],[],"['表可', '知']","[0, 2]"
"['', '數據所計算', '']","[2, 7, 10]","['得', '結果']","[9, 11]"
"['運輸之環境負', '荷納入計算', '結果']","[5, 9, 12]","['納入', '所得']","[8, 10]"
"['二氧化碳排放量方面', '差異']","[4, 9]","['放量', '方面', '有', '大']","[3, 4, 5, 7]"
"['餘三\n項環境議題', '結果']","[5, 9]","['得到', '類似']","[7, 10]"
['能源消耗方面'],[3],['方面'],[3]
"['信越半導體公司廠內', '一片八吋矽晶圓拋', '光片', '']","[5, 14, 16, 19]","['生', '產', '消耗']","[7, 8, 18]"
['結果'],[4],['為'],[1]
"['原', '因', '公司', '化學', '晶圓片', '原材料']","[0, 2, 4, 6, 8, 10]","['使用', '做為']","[5, 9]"
"['研磨', '光製\n程']","[2, 6]",['進行'],[1]
"['能源', '晶矽', '切割', '製程', '', '源']","[2, 8, 11, 13, 15, 18]","['消耗', '小', '於從', '焙融', '', '能']","[0, 5, 6, 9, 15, 16]"
['二氧化碳排放方面'],[2],['方面'],[2]
"['信越半導體公司廠內', '生產一片八吋矽晶', '圓拋光片', '20公斤的二氧化碳']","[5, 13, 16, 22]","['生', '產', '放']","[7, 8, 18]"
"['結果', '在', '']","[2, 4, 6]",['排放'],[7]
"['結果皆', '', '荷值']","[2, 6, 9]","['提供', '環境']","[5, 7]"
"['原因', '過程中', '', '資料庫中']","[4, 8, 11, 15]","['可', '能', '為', '']","[0, 2, 5, 11]"
"['\n', '資料所致']","[1, 4]",[],[]
"['灣信越半導體公司', '化學', '矽晶圓材', '馬來西亞廠']","[4, 8, 11, 17]","['使用', '圓材', '來自']","[6, 11, 13]"
['兩廠之環境負荷資料'],[5],['取得'],[6]
"['本次運', '算並', '上游製程', '環境負', '-30']","[1, 3, 7, 11, 14]",['包括'],[5]
"['資料庫數據', '']","[4, 6]","['據', '取代']","[4, 5]"
"['4.1-3矽晶圓製造工廠環境特性分析結果彙整表', '環保負荷種類', '計算結果\n', '\n\n原物使用', '.7\nkg', '晶圓\n\n能源', '\n', '306.8\n／片', '空氣污染物', '\n57.', '\nkg／片', '\n\n水污染物', '\n154.', '\ng／片晶圓\n\n廢棄物', '\n13', '\nkg／片', '\n\n資料來源', '吳永俊溫正華']","[11, 15, 19, 23, 29, 33, 35, 42, 46, 50, 54, 58, 62, 70, 73, 78, 82, 85]","['整表', '\n\n', '\n', '433', '能源', '消耗', '2', ',', '.', '.', '.']","[11, 12, 19, 25, 33, 34, 36, 37, 50, 62, 74]"
"['晶圓製造後段製程之環境特性分析', '導體公司案\n\n', '向', '生產', '準備']","[7, 12, 15, 18, 20]","['生產', '']","[17, 18]"
['產業發展雙月刊'],[3],[],[]
[],[],[],[]
[],[],[],[]
"['91', '月']","[0, 2]",[],[]
"['表4.1', '矽晶圓製造工廠生命週期分析', '特性與廠內數據', '較\n\n', '議題\n', '\n\n含運', '運算結果', '運輸\n\n', '\n\n', '消耗\n81,068', '81,078\n61,512\n\n資料來源許順珠', '溫正華許進發']","[1, 10, 16, 19, 22, 26, 30, 34, 37, 43, 55, 58]","['表', '', '含運', '輸', '\n\n', '~含', '\n\n', '廠內', '數據']","[0, 10, 26, 27, 31, 32, 34, 35, 36]"
"['晶圓製造後段製程之環境特性分析', '導體公司案\n\n', '向', '', '準備']","[7, 12, 15, 18, 20]","['生產', '']","[17, 18]"
['產業發展雙月刊'],[3],[],[]
[],[],[],[]
[],[],[],[]
"['91', '月']","[0, 2]",[],[]
"['31', '矽晶圓片材料市場', '超過', '%']","[0, 7, 9, 11]",['50'],[10]
['產品生命週期觀點'],[3],"['觀點', '來看']","[3, 4]"
"['\n50%', '矽晶圓片環境負荷', '國內']","[1, 7, 10]","['產生', '國內']","[8, 10]"
"['建立國內', '矽晶圓片材料環', '境負荷資料庫']","[1, 6, 10]",['建立'],[0]
['生產之比較基準'],[5],"['基準', '重要']","[5, 7]"
[],[],[],[]
"['吋矽晶圓拋光片產', '品環境特性資料的建立']","[4, 10]",[],[]
"['做為國內積體電路產業', '產品生命週期環境', '負荷時', '數據']","[6, 12, 16, 18]","['提供', '做', '計算']","[0, 1, 8]"
['環境特性資料時'],[2],[],[]
"['地方', '據資料的收集', '比對']","[2, 9, 11]","['困難', '在', '於數']","[0, 3, 4]"
['公司矽晶圓的研磨與拋光後段製程的環境資料'],[11],[],[]
"['國內', '\n', '同業', '矽晶圓', '製程廠的環境特性資料']","[2, 4, 6, 9, 16]",['代表'],[1]
['公司環境特性資料'],[4],[],[]
"['讓國內積\n體電路產業', '其', '上游', '八吋矽晶圓拋光片的環境負荷']","[5, 7, 10, 19]","['讓國', '瞭解', '使用']","[0, 6, 8]"
"['32', '4.2廠內管理', '潔生產', '經營目標']","[0, 6, 11, 14]","['管理', '為達', '成清']","[6, 8, 9]"
"['矽晶圓片製造及廠內管理', '個環節']","[6, 9]","['管理', '環節']","[5, 9]"
"['節能減廢', '環境', '等要']","[4, 7, 10]","['需', '注重']","[1, 2]"
"['好的製程選擇', '\n措施']","[4, 7]",['製程'],[2]
['問題'],[1],['改善'],[0]
['環境績效'],[2],['提昇'],[0]
['矽晶圓片的製造'],[3],['製造'],[3]
"['許多', '心與改善的議題']","[1, 8]","['值得', '關', '改善']","[2, 3, 6]"
"['蝕刻法', '矽晶', '清洗矽晶圓拋', '潔淨\n', '水系統與水', '純度化學試劑', '管理廢棄物', '\n統', '防護系統']","[2, 4, 8, 12, 16, 21, 25, 29, 32]",[],[]
"['後', '矽晶圓片化學蝕刻法', '\n\n', '經過', '研磨', '機械', '後']","[1, 8, 10, 12, 14, 16, 18]",['如'],[0]
"['表面', '機械加工', '應力', '有', '深度的損傷層']","[0, 3, 6, 10, 14]","['產生', '應力', '形成', '有']","[4, 6, 8, 10]"
"['化學腐蝕', '', '\n']","[3, 6, 8]","['採用', '表面']","[1, 5]"
['蝕刻的蝕刻速率'],[3],['較快'],[4]
['圓片表面'],[1],['較光亮'],[3]
[],[],['雜質'],[1]
['表面平坦'],[2],"['平坦', '度差']","[2, 3]"
"['表面', '枕形']","[1, 3]","['不好', '易成']","[0, 2]"
"['其表面', '邊薄中間厚形狀']","[1, 6]",['為兩'],[2]
"['\n蝕刻', '化學試劑純度要求']","[1, 8]","['用', '高']","[3, 10]"
[],[],[],[]
['成本比鹼蝕刻'],[2],"['蝕刻', '高']","[2, 3]"
"['刻製', '其蝕刻速率']","[0, 5]","['\n', '較慢']","[1, 6]"
['保證矽晶圓片表面'],[4],"['可', '保證', '平坦']","[0, 1, 5]"
['表面'],[0],"['粗糙', '\n']","[2, 5]"
"['直徑矽晶圓單晶片的加工', '酸蝕刻製程']","[6, 12]","['都採', '用']","[8, 9]"
"['蝕刻', '\n', '化學蝕刻製程']","[0, 3, 9]","['是', '同性', '製程']","[1, 5, 9]"
"['圓片', '個結晶方向', '化學蝕刻']","[1, 5, 11]","['會', '受到', '均勻']","[6, 7, 8]"
"['酸蝕刻液', '比例的硝酸']","[5, 11]","['\n', '是', '組成']","[1, 6, 13]"
"['圓片的酸性蝕刻', '硝酸', '晶片表面']","[3, 7, 11]",['是'],[5]
"['晶片表面', '氧化物', '氫氟酸']","[1, 5, 8]","['形成', '溶解', '去除']","[3, 9, 11]"
"['硝酸', '一種氧化劑']","[0, 4]",['是'],[1]
['氫氟酸則為溶劑'],[2],[],[]
"['化學反應', '\n\n', '\n\n', '']","[1, 4, 6, 13]",['是'],[2]
"['圓片的蝕刻速率', '硝酸的濃\n所', '含有較高', '硝酸時']","[3, 9, 15, 18]","['濃', '當酸', '濃度']","[7, 11, 16]"
"['蝕刻速率', '於氧化物', '溶解速率']","[1, 4, 7]",['取決'],[2]
"['刻液', '緩衝劑', '緩衝', '作用']","[0, 4, 7, 10]","['有', '蝕刻']","[6, 8]"
"['介面', '活性劑']","[5, 8]","['是', '有效']","[1, 3]"
"['乙酸', '蒸汽壓']","[0, 5]","['具有', '較高']","[1, 2]"
"['酸蝕刻液', '濃度']","[1, 4]","['穩', '定']","[6, 8]"
"['磷酸', '改善晶片表面的粗糙度']","[0, 7]","['可以', '改善']","[2, 3]"
['蝕刻速率'],[3],"['會降', '低']","[0, 1]"
"['\n刻液', '硝酸', '氫氟酸的混和比例', '1~5']","[1, 4, 10, 14]",['在'],[12]
"['屬擴', '晶片表', '面的可能性']","[1, 3, 6]","['少金', '屬擴', '散進']","[0, 1, 2]"
"['溫度', '18~24']","[0, 5]","['需', '控制', '18~24']","[1, 2, 4]"
['蝕刻效果'],[2],['保證'],[0]
"['蝕刻反\n應溫度的控制', '']","[6, 10]","['是', '重要']","[7, 9]"
"['33\n\n', '蝕刻是', '種各向', '', '蝕刻製程']","[1, 4, 8, 10, 13]",['一'],[5]
"['蝕刻速', '矽晶圓片', '個結', '晶方向']","[1, 5, 8, 11]","['方向', '有關']","[11, 12]"
"['蝕刻', '化學試劑']","[0, 4]",['是'],[5]
"['化學反應', '\n\n常用飽和']","[1, 7]",['是'],[2]
"['濃度', '30％～45％']","[0, 5]",['在'],[1]
"['反應溫度', '80', '']","[1, 4, 6]",['在'],[3]
['關文獻'],[2],['報道'],[3]
"['刻速', '', '而']","[0, 3, 5]",['而'],[5]
"['一個', '大值', '進一步']","[3, 5, 10]","['\n', '後會', '而']","[1, 6, 12]"
[],[],[],[]
"['濃度', '40%～45%之間']","[1, 8]","['用', '\n', '45%之間']","[3, 4, 8]"
"['刻速', '晶片表面的機械損傷程度']","[0, 7]","['有', '關']","[8, 9]"
['損傷層\n'],[2],['去除'],[4]
['速率'],[0],"['會變', '得', '緩慢']","[1, 2, 3]"
['矽晶圓片的酸蝕刻製程與鹼蝕刻製程的比較見表4.2-1'],[13],"['見表', '所示']","[11, 14]"
"['蝕刻系統', '自動化程度']","[1, 4]",['高'],[5]
['控制'],[0],[],[]
"['選擇', '製程條件']","[0, 4]","['選擇', '合理']","[0, 1]"
['圓片進行酸'],[5],[],[]
"['矽材', '公司運用', '獨特', '\n', '技術']","[1, 4, 7, 9, 11]","['其', '']","[5, 7]"
"['矽晶圓片', '蝕刻加工', '表面平坦度變化']","[1, 4, 8]","['加工', '平坦', '微小']","[4, 7, 11]"
['±\n0.1μm'],[5],['控制'],[0]
['直徑12吋拋光片製備製程'],[6],['製程'],[6]
['表面磨削技術'],[5],['採用'],[2]
"['表面', '']","[0, 6]","['明顯', '']","[5, 6]"
"['表面', '這種', '印痕']","[1, 5, 7]","['消除', '應力', '損傷']","[0, 2, 3]"
"['矽晶圓片表面', '']","[5, 9]","['表面', '進行']","[5, 7]"
"['矽晶圓片表面', '', '處理']","[4, 8, 11]","['表面', '進行']","[4, 5]"
"['矽晶圓片', '', '處理']","[1, 4, 7]","['圓片', '進行']","[1, 2]"
"['蝕刻製程', '蝕刻製程']","[4, 8]","['用', '製程', '相比']","[0, 8, 9]"
"['混酸濃度', '時間蝕刻', '\n', '比較小']","[4, 7, 10, 14]",['用'],[1]
['加工的矽晶圓拋光片表面的奈米形貌特性'],[10],[],[]
"['34-', '表4.2-1矽晶圓片的酸蝕刻製程與鹼蝕刻製程的比較\n\n製程', '蝕刻製程\n', '蝕刻製程\n\n蝕刻特性\n', '向', '\n', '向', '\n\n', '反應', '\n', '坦度', '旋轉', '', '具', '體', '攪拌蝕刻液', '特殊', '', '手段', '\n其', '需要特殊機構', '', '粗糙\n']","[1, 18, 23, 30, 32, 34, 36, 38, 41, 43, 49, 54, 56, 59, 61, 64, 67, 69, 71, 74, 80, 85, 93]","['製程', '\n', '\n\n', '\n\n', '\n', '\n\n', '\n', '需要', '依靠', '晶片', '特製', '夾', '\n', '坦度', '\n', '坦度', '\n\n', '蝕刻']","[18, 19, 27, 38, 45, 47, 50, 51, 52, 53, 55, 57, 66, 76, 83, 87, 88, 95]"
"['晶片', '損傷程度有關', '比酸蝕刻製程']","[0, 7, 11]","['原有', '程度', '有', '關', '製程', '大']","[1, 5, 6, 7, 11, 12]"
"['晶片', '損傷程度', '矽晶圓片表面殘留', '微粒', '存在於晶片表面', '微粒']","[0, 5, 13, 15, 22, 26]","['程度', '有', '關', '微粒', '存在', '表面', '去掉']","[5, 6, 7, 15, 20, 22, 29]"
"['表面', '粗糙', '吸附']","[1, 3, 5]","['粗糙', '吸附', '微粒']","[3, 5, 6]"
"['於晶片表面', '微粒容易']","[5, 10]","['存在', '表面', '去掉']","[3, 5, 11]"
"['表面\n粗糙度容易', '微粒']","[4, 6]","['粗糙', '度容易', '吸附']","[3, 4, 5]"
"['污染程度', '蝕刻液的純度']","[1, 5]",['高'],[7]
['溫\n'],[1],['低'],[3]
"['擴散程度', '蝕刻液的純度']","[1, 6]",['較差'],[7]
['溫度'],[0],['高'],[2]
['散程'],[0],['度大'],[1]
"['111', '表面', '斑點', '印', '痕', '晶片', '蝕刻液轉', '水中時', '間必', '0.6秒']","[1, 5, 7, 9, 11, 13, 16, 20, 22, 27]","['111', '\n\n', '表面', '蝕刻', '殘留', '蝕刻', '液轉', '移到', '間必', '須', '小', '於']","[1, 4, 5, 6, 8, 15, 16, 17, 22, 23, 24, 25]"
['斑痕的產生'],[5],"['\n', '防止']","[1, 2]"
"['低電阻率', '晶片', '較容', '痕\n\n晶片', '蝕刻液轉', '水中時', '間必', '2秒']","[1, 4, 6, 11, 14, 18, 20, 25]","['易產', '生斑', '蝕刻', '移到', '間必', '須', '小', '於']","[7, 8, 13, 15, 20, 21, 22, 23]"
"['\n', '斑痕的產生']","[2, 6]","['防', '止']","[1, 3]"
"['晶片電阻', '液槽', '壽命比較', '\n比', '加工成本\n', '試劑比', '刻用化\n', '劑約', '倍左右', '試劑較', '保護處理\n', '處理相對', '處理相對', '張厥宗']","[1, 7, 10, 13, 18, 23, 26, 28, 32, 38, 44, 47, 54, 61]","['電阻', '\n', '\n', '\n\n', '刻用化', '2', '雜', '\n', '\n\n']","[1, 2, 12, 15, 25, 30, 50, 51, 57]"
['晶拋光片的加工技術'],[4],[],[]
['工業出版社'],[1],[],[]
"['月\n\n\x0c\n \n', '\n\n', '圓片', '\n\n半導體元件', '中矽晶圓片', '嚴格清洗']","[2, 5, 8, 12, 16, 19]","['圓片', '清洗']","[8, 9]"
"['污染', '元件']","[0, 4]","['會', '導致', '失效']","[2, 3, 5]"
"['清洗的目', '表面污染雜質']","[2, 8]","['在', '於', '清除']","[3, 4, 5]"
"['有機物', '無機物']","[1, 3]",[],[]
"['雜質有', '原', '子狀態', '離子狀態']","[1, 3, 5, 8]","['雜質', '狀態']","[0, 8]"
"['薄膜形式', '顆粒形式', '於晶片表面']","[2, 5, 8]","['形式', '存在', '表面']","[5, 6, 8]"
"['污染', '機溶劑殘留物', '', '或纖維']","[1, 8, 13, 16]","['包', '括', '纖維']","[2, 4, 16]"
"['污染', '金屬金', '鐵', '等']","[0, 4, 6, 8]",['包括'],[1]
"['少', '流子壽命', '表面電導', '\n屬如鈉等']","[2, 5, 8, 12]",['影響'],[1]
"['漏電', '污染包括', '塵埃', '微生物', '機膠', '體纖維']","[1, 4, 6, 8, 10, 12]",['矽渣'],[5]
['種缺陷'],[3],['致'],[0]
"['污染的方法', '物理清洗', '化學清洗兩種']","[2, 6, 10]",['有'],[4]
"['物理清洗', '三種方法', '可除', '和大多', '在片', '子上的薄膜']","[2, 6, 10, 15, 18, 22]","['\n\n', '有', '或', '可除', '顆粒', '污染', '片', '子上']","[0, 3, 8, 10, 12, 13, 18, 20]"
"['2', '清洗', '噴射', '表面']","[0, 3, 6, 8]","['清洗', '噴射', '片子']","[3, 6, 7]"
"['壓力', '幾百個', '\n氣壓']","[1, 4, 7]",['高達'],[2]
"['清洗', '噴射作用']","[0, 3]",['清洗'],[0]
['和'],[2],['劃痕'],[1]
"['噴射', '生靜', '電作用']","[1, 3, 6]",['會產'],[2]
"['噴嘴', '片子的距離', '或', '加以']","[1, 5, 7, 11]","['調節', '防靜', '避免']","[0, 9, 12]"
"['3', '超聲\n波清洗', '波聲能']","[0, 5, 8]","['傳入', '溶液']","[9, 10]"
"['氣蝕作用', '片子', '污染']","[1, 3, 6]","['作用', '洗掉']","[1, 2]"
['晶片的清洗過程'],[3],['過程'],[3]
"['很多', '化學用品']","[1, 6]",['用到'],[0]
"['', '離子純水']","[2, 6]",['去'],[3]
"['氣體', '\n']","[3, 5]","['氣體', '脫水', '旋乾']","[3, 6, 7]"
"['', '溶劑']","[4, 6]","['進', '行除', '濕乾化']","[7, 8, 9]"
"['', '清洗技術']","[0, 3]",[],[]
"['從早期', '配方利用高純度的濕式化學', '至今']","[1, 9, 11]",[],[]
[],[],['沿用'],[1]
['改變'],[4],"['有', '大']","[0, 2]"
"['化', '學配比方面', '', '修改']","[2, 6, 9, 11]","['做', '']","[7, 9]"
['清洗製程技術'],[7],"['開發', '先', '進']","[0, 1, 3]"
['乾洗製程技術'],[3],[],[]
"['清洗', '去原子', '不可見']","[0, 5, 8]","['是', '了除', '去', '']","[1, 3, 4, 8]"
[],[],['多'],[1]
"['溶劑萃取', '洗(硫酸硝酸', '各', '混合酸', ')和等']","[1, 6, 8, 10, 14]",[],[]
"['雙氧水體系清', '洗方法效果']","[2, 5]",['好'],[6]
['污染'],[0],['小'],[1]
"['方法', '將晶片', '成分比', '5\n', '或4', '', '清洗']","[0, 2, 6, 10, 13, 15, 17]","['是', '用', '為', '5']","[1, 4, 7, 9]"
['液的強氧化性'],[2],[],[]
"['機物', '\n']","[0, 7]","['分解', '除去', '\n', '後']","[1, 3, 7, 9]"
"['用成分比為H=52', '\n的鹼性', '液']","[6, 18, 20]","['用', '為', '1']","[0, 3, 15]"
"['', '作用和', '多屬離\n子', '穩定的可溶性', '使用', '21', '521', '洗液']","[0, 4, 10, 14, 19, 26, 31, 33]","['屬離', '錯合物', '而', '比', '\n', '或']","[8, 15, 16, 21, 24, 27]"
"['', '作用和', '']","[0, 3, 5]",[],[]
['氯\n離子的錯合性'],[4],['錯合性'],[4]
"['多屬生成溶', '', '離子']","[2, 4, 6]","['成溶', '於水', '']","[2, 3, 4]"
['清洗的目'],[3],['到'],[0]
"['原子分析', '質譜分析結果']","[2, 6]",['追蹤'],[0]
"['雙氧水體系', '晶片效果', '\n']","[1, 4, 6]","['清洗', '好']","[2, 7]"
"['', '化學試劑', '發掉']","[2, 5, 10]",['用'],[1]
['和'],[1],['\n'],[0]
"['晶片表面', '平方厘米會留', '21,010原子']","[1, 5, 12]","['表面', '會留']","[1, 5]"
"['後一種', '清洗液時']","[3, 6]",['用'],[0]
[],[],['清除'],[2]
"['體系清洗', '無殘留物']","[1, 4]","['清洗', '晶片', '留物']","[1, 2, 4]"
['36\n\n'],[1],[],[]
"['勞工健康', '環境保護']","[3, 6]",['有'],[0]
"['清洗', '步清洗液處']","[0, 5]",['中用'],[1]
['要'],[0],"['用', '徹底']","[1, 3]"
"['目前', '清洗製程設備', '容器化學清洗系統']","[0, 5, 11]","['較適當', '是', '系統']","[1, 6, 11]"
"['這種化學清洗技術\n', '晶片', '單容器的清洗腔內']","[4, 7, 14]","['是', '放']","[5, 8]"
"['清', '洗程序']","[2, 5]","['設定', '程序']","[0, 5]"
"['不同的清洗化學溶液', '晶片']","[4, 6]",['清洗'],[5]
['化學酸液'],[4],"['清洗', '殘留']","[0, 1]"
['異丙醇'],[1],['通入'],[0]
['晶片'],[2],"['使', '脫水', '乾燥']","[1, 3, 4]"
"['清洗製程', '', '進行']","[1, 7, 11]",['進行'],[11]
"['化學清洗站', '化學清洗機']","[3, 9]",[],[]
"['晶片的清洗過程', '空狀態下']","[3, 7]","['態下', '進行']","[7, 8]"
"['表面不', '空氣']","[0, 2]",['接觸'],[1]
"['\n污染', '表面']","[4, 8]","['能', '減少', '晶片']","[0, 1, 6]"
[],[],[],[]
"['清洗', '化學溶劑', '容器', '晶片']","[3, 6, 10, 12]","['溶劑', '通入', '清洗']","[6, 7, 11]"
"['洗滌晶片', '容器']","[4, 6]",['通入'],[1]
"['阻值', '第二種化學溶液', '清洗']","[3, 11, 13]","['到', '設定', '通入', '進行', '清洗', '排出']","[0, 1, 7, 12, 13, 15]"
['洗滌'],[2],['通入'],[0]
"['程序', '順', '序來', '清洗']","[0, 3, 5, 7]","['設定', '順', '序來', '完成']","[1, 3, 5, 6]"
['不同的清洗用化學溶液'],[6],['切換'],[0]
"['水沖', '晶片及容器', '化學品']","[1, 5, 11]","['水沖', '洗', '洗', '滌', '殘留']","[1, 2, 6, 8, 9]"
['化學溶液'],[3],"['避免', '污染']","[0, 5]"
['超純水'],[1],['洗滌'],[2]
"['\n', '']","[0, 2]",[''],[2]
[],[],[],[]
"['表面', '分子']","[1, 4]",[],[]
['晶片及容器'],[3],"['脫水', '乾燥']","[4, 5]"
"['4.2-1', '容器的清洗系統圖']","[1, 10]","['2-1', '示為', '統圖']","[1, 3, 10]"
"['單容器化學清洗系統的設計', '新穎']","[7, 11]","['簡單', '新穎']","[9, 11]"
"['腔內', '體積']","[1, 3]",['較小'],[4]
['50片8吋晶片的容器'],[6],"['容器', '為例']","[6, 7]"
['化學清洗槽的1/5'],[6],[],[]
[],[],[],[]
"['化學品', '純水的用量', '成本', '化學', '酸槽']","[1, 5, 7, 9, 11]","['清洗', '要', '低']","[10, 12, 13]"
"['清洗\n', '化學溶液', '洗容器']","[1, 4, 9]","['可', '密閉', '到', '達清']","[5, 6, 7, 8]"
[],[],"['揮發', '分解']","[0, 2]"
"['濃度及比', '\n', '不變']","[2, 5, 8]","['可以', '保持']","[4, 6]"
['批晶片的清洗條件'],[4],['相同'],[6]
[],[],[],[]
"['批晶片', '潔淨', '化學溶液']","[1, 6, 10]","['新鮮', '潔淨', '溶液', '清洗']","[4, 6, 10, 11]"
['機雜質較'],[3],['低'],[4]
"['單容器化學清洗系統', '優點', '']","[5, 10, 15]","['有', '\n', '可', '減少', '超純水']","[6, 8, 12, 13, 14]"
"['設計使', '效率較', '表面微粒少']","[2, 5, 10]","['洗滌', '\n\n', '且', '水痕']","[3, 7, 11, 13]"
"['刻蝕', '清洗', '化學溶液的濃度', '比例']","[1, 7, 12, 14]","['均', '勻', '高', '用', '溶液']","[2, 3, 5, 8, 10]"
"['批清洗條件', '清洗準備時間']","[3, 9]","['相同', '短']","[5, 10]"
['程序設定'],[5],"['不必', '等待', '換酸', '簡易']","[0, 1, 2, 6]"
"['展望未', '清洗技術']","[4, 7]","['展望', '未']","[2, 3]"
"['晶片面積的電子元件', '密集化']","[4, 8]","['趨', '向']","[5, 6]"
['細化'],[2],['趨向'],[1]
['直徑卻'],[0],['越'],[2]
"['晶片面積', '製作', '\n', '元件']","[4, 6, 10, 12]","['大', '面積', '製作', '\n']","[1, 4, 6, 9]"
['晶片表面'],[3],['超潔淨'],[0]
"['製程', '需求']","[1, 4]",['滿足'],[0]
[],[],[],[]
"['\n', '晶片', '未來製程', '一個挑戰']","[1, 5, 8, 13]","['清', '洗', '大', '是', '挑戰']","[0, 2, 3, 6, 13]"
"['', '清洗化', '學品', '排氣']","[3, 7, 9, 11]","['而', '']","[1, 3]"
"['處理', '清洗成本', '環境的污染']","[0, 3, 8]",[],[]
"['未清洗工藝中', '最', '']","[3, 5, 7]",[''],[7]
"['化學清洗', '純水', '化學品的用量', '環境的保護', '清洗技術要', '']","[1, 3, 7, 12, 19, 21]","['用', '是', '\n', '清洗', '考慮', '']","[2, 13, 15, 17, 20, 21]"
"['省時', '污染的\n', '技術']","[3, 9, 12]","['發更', '有效', '清洗']","[0, 1, 11]"
"['清洗設備', '多槽式的清洗', '單槽式的清洗']","[2, 8, 14]","['清洗', '演變', '到']","[8, 9, 10]"
"['直徑的晶片清洗技術化學酸槽的結構', '功能']","[10, 12]",['精簡化'],[13]
"['清洗設備的占地面', '積', '製造成本']","[6, 8, 11]","['縮', '小']","[0, 1]"
"['液材', '無']","[0, 5]",['料須'],[1]
"['純度的化學品', '雜質']","[2, 10]","['可', '\n']","[3, 4]"
"['採用', '超純水洗', '滌', '自然氧化物的生成']","[0, 3, 5, 11]","['採用', '洗', '滌', '可', '避免']","[0, 3, 5, 6, 7]"
"['臭氧', '離子水', '學品的用量及化學廢液']","[1, 5, 13]","['冷凍', '去', '水', '可', '減少化']","[2, 3, 5, 6, 7]"
"['清洗成本', '環', '境']","[3, 5, 7]","['低', '保護']","[0, 4]"
"['清洗配方', '不同', '清洗效果']","[4, 6, 10]","['開發', '達到']","[0, 5]"
['無金屬'],[5],"['得到', '超潔淨', '污染']","[0, 1, 7]"
"['面微', '晶片表面']","[0, 4]",['粗糙'],[1]
"['\n程序', '清洗循環', '效率高', '大']","[1, 5, 9, 13]","['程序', '則趨', '向', '短', '產', '清洗']","[1, 2, 3, 6, 10, 14]"
"['無化學品的晶片', '清洗製程']","[4, 7]",[],[]
"['美國公司', '種無化學\n污染低', '環境', '超潔淨的']","[2, 9, 12, 16]",[''],[14]
"['光子', '氣體清洗技術']","[0, 4]",[],[]
"['張厥宗', '晶拋光片', '技術中']","[1, 7, 10]","['著', '中']","[3, 10]"
['清洗'],[0],[],[]
"['圓', '片', '4.2-2之清洗']","[0, 2, 9]",['需'],[3]
[],[],[],[]
"['過程', '二階段']","[0, 3]",['分'],[1]
['清洗的第一段\n製程'],[5],[],[]
"['5份', '離子水', '份30％雙氧水1', '29％氨水組成鹼性混合液']","[1, 4, 10, 16]","['去', '成鹼性']","[2, 15]"
"['\n', '攝氏70', '80']","[0, 3, 5]",['溫至'],[1]
['離子'],[3],"['去', '水沖洗']","[2, 4]"
"['溶液作用', '晶圓', '表面之塵粒吸附']","[1, 4, 9]","['為', '去除', '\n']","[2, 3, 5]"
"['', '有機物污染及部份金屬原子污染']","[1, 12]","['可氧化', '去除', '輕微']","[0, 2, 3]"
['準清洗第二階段'],[5],[],[]
"['6份', '離子水', '份30％雙氧水1', '37％鹽酸組成']","[1, 4, 10, 15]","['去', '', '酸']","[2, 15, 16]"
"['攝氏70', '80']","[2, 4]",['80'],[4]
['離子水沖'],[3],"['去', '水沖', '洗']","[1, 3, 4]"
"['溶液', '鹼金\n屬離子', '鋁', '']","[0, 6, 8, 10]","['可', '溶解']","[1, 2]"
"['鹽酸', '氯離子', '離子形錯\n', '而', '溶液中']","[2, 5, 10, 12, 16]","['離子', '\n', '合物', '而', '於水', '中']","[8, 10, 11, 12, 14, 16]"
['浸泡式'],[3],['採'],[1]
['單片式'],[2],"['有', '採']","[0, 1]"
[],[],[],[]
[],[],[],[]
"['產品', '淨度的前題']","[3, 7]","['必須', '確保', '潔', '淨度', '前題']","[0, 2, 4, 5, 7]"
['水量'],[3],"['減少', '清洗']","[1, 2]"
['38\n\n \n\n資料來源張亞非'],[4],[],[]
['積體電路製造技術'],[3],[],[]
['教育出版社'],[1],[],[]
['6月'],[1],[],[]
"['4.2-1', '', '程序\n\n \n\n \n\n', '為氫', '過氧化氫－水的混合物', '資料', '張']","[1, 5, 8, 10, 15, 17, 19]","['\n\n \n\n \n\n', '備註']","[8, 9]"
['晶拋光片的加工技術'],[4],[],[]
['工業出版社'],[1],['出版社'],[1]
