Relation,Count,Ratio
顧,1,0.04%
責供,1,0.04%
貨櫃,1,0.04%
負荷,1,0.04%
象為,1,0.04%
該系,1,0.04%
該,1,0.04%
試車人,1,0.04%
視並,1,0.04%
訂合,1,0.04%
言,1,0.04%
解離,1,0.04%
解,1,0.04%
鹼來,1,0.04%
觀念來,1,0.04%
黃,1,0.04%
覽該,1,0.04%
親自,1,0.04%
規劃署,1,0.04%
計出,1,0.04%
黏著,1,0.04%
要素,1,0.04%
黑,1,0.04%
龐大,1,0.04%
更乾,1,0.04%
製切,1,0.04%
製造多,1,0.04%
製造單,1,0.04%
更新,1,0.04%
計,1,0.04%
高純度,1,0.04%
餾,1,0.04%
體積,1,0.04%
試驗,1,0.04%
試誤法,1,0.04%
驗收,1,0.04%
評價,1,0.04%
許順珠,1,0.04%
許,1,0.04%
體工,1,0.04%
體用,1,0.04%
設施,1,0.04%
訪視,1,0.04%
高漲,1,0.04%
記錄,1,0.04%
託廠,1,0.04%
託,1,0.04%
體製,1,0.04%
討論,1,0.04%
高且,1,0.04%
高於,1,0.04%
高溫內,1,0.04%
計達,1,0.04%
趨於,1,0.04%
業生,1,0.04%
燃燒器,1,0.04%
劑臨界,1,0.04%
劑進,1,0.04%
劑發,1,0.04%
劑產,1,0.04%
劑混,1,0.04%
劑時,1,0.04%
劑可,1,0.04%
劑作,1,0.04%
劇減,1,0.04%
劃設,1,0.04%
劃痕,1,0.04%
創新,1,0.04%
創,1,0.04%
剩下,1,0.04%
前題,1,0.04%
前述,1,0.04%
前應,1,0.04%
則需,1,0.04%
則趨,1,0.04%
則系,1,0.04%
則用,1,0.04%
則殘,1,0.04%
則應,1,0.04%
則介,1,0.04%
刻用化,1,0.04%
刻廢,1,0.04%
劑達,1,0.04%
加以,1,0.04%
半合,1,0.04%
加壓,1,0.04%
區塊,1,0.04%
區堿,1,0.04%
區域,1,0.04%
區代,1,0.04%
區,1,0.04%
化年,1,0.04%
化鈣,1,0.04%
化設,1,0.04%
化為,1,0.04%
化時,1,0.04%
化學品,1,0.04%
化,1,0.04%
匆,1,0.04%
勻度,1,0.04%
勝任,1,0.04%
務生,1,0.04%
動作,1,0.04%
努力,1,0.04%
助於,1,0.04%
加鹽,1,0.04%
加速,1,0.04%
加設,1,0.04%
加裝,1,0.04%
加空,1,0.04%
加工界,1,0.04%
到飽,1,0.04%
判斷,1,0.04%
初設,1,0.04%
分類,1,0.04%
內置,1,0.04%
內應,1,0.04%
內半,1,0.04%
入料,1,0.04%
入港,1,0.04%
入,1,0.04%
光,1,0.04%
充分,1,0.04%
充,1,0.04%
元計,1,0.04%
元件,1,0.04%
儲存,1,0.04%
儀錶,1,0.04%
僅為,1,0.04%
僅從,1,0.04%
僅佔,1,0.04%
傾析,1,0.04%
傳統,1,0.04%
傳入,1,0.04%
備註,1,0.04%
備規,1,0.04%
備應,1,0.04%
備妥,1,0.04%
備品,1,0.04%
側為,1,0.04%
內融,1,0.04%
內設,1,0.04%
內達,1,0.04%
出廢,1,0.04%
分配,1,0.04%
分選,1,0.04%
分述,1,0.04%
分段,1,0.04%
分散,1,0.04%
分廢,1,0.04%
分出,1,0.04%
出矽,1,0.04%
出版社,1,0.04%
出版,1,0.04%
出所欲,1,0.04%
出固,1,0.04%
全廠,1,0.04%
凝後,1,0.04%
准發佈,1,0.04%
冶金,1,0.04%
冊編,1,0.04%
兼任,1,0.04%
兼,1,0.04%
具冷,1,0.04%
具長,1,0.04%
其衍,1,0.04%
其中,1,0.04%
共沸,1,0.04%
半,1,0.04%
半導,1,0.04%
塵灰,1,0.04%
圓拋,1,0.04%
圓,1,0.04%
園區,1,0.04%
圍內,1,0.04%
國積,1,0.04%
國外市,1,0.04%
國內,1,0.04%
國,1,0.04%
固體,1,0.04%
困擾,1,0.04%
因應,1,0.04%
因子,1,0.04%
回送,1,0.04%
回收酸,1,0.04%
噴霧器,1,0.04%
噴射,1,0.04%
噴,1,0.04%
嘴霧化,1,0.04%
單獨,1,0.04%
單晶矽,1,0.04%
單位,1,0.04%
問題,1,0.04%
問,1,0.04%
商業化,1,0.04%
員核,1,0.04%
員從,1,0.04%
圓具,1,0.04%
圓材,1,0.04%
半徑,1,0.04%
圓片化,1,0.04%
塔板,1,0.04%
塔底,1,0.04%
塔,1,0.04%
堵塞,1,0.04%
場,1,0.04%
報道,1,0.04%
報價,1,0.04%
堪,1,0.04%
堝壁,1,0.04%
堆積,1,0.04%
基隆,1,0.04%
基礎,1,0.04%
基本,1,0.04%
基於,1,0.04%
基成鍵,1,0.04%
基,1,0.04%
型,1,0.04%
坯體,1,0.04%
坏,1,0.04%
均委,1,0.04%
均勻,1,0.04%
團轉,1,0.04%
圓鋸,1,0.04%
圓製,1,0.04%
圓置,1,0.04%
員,1,0.04%
咖啡因,1,0.04%
周內貼,1,0.04%
吸,1,0.04%
各地,1,0.04%
可見,1,0.04%
可行,1,0.04%
可說,1,0.04%
可除,1,0.04%
可細,1,0.04%
可節,1,0.04%
可氧化,1,0.04%
可將,1,0.04%
只能,1,0.04%
只是,1,0.04%
受,1,0.04%
取法,1,0.04%
取出,1,0.04%
反,1,0.04%
原爐,1,0.04%
原有,1,0.04%
原成,1,0.04%
原始,1,0.04%
原反,1,0.04%
原則,1,0.04%
厚度,1,0.04%
即成,1,0.04%
即予,1,0.04%
印,1,0.04%
各界,1,0.04%
合,1,0.04%
合法,1,0.04%
含廢,1,0.04%
吳永俊,1,0.04%
含硫,1,0.04%
含異,1,0.04%
含運,1,0.04%
含礦,1,0.04%
含矽,1,0.04%
含水,1,0.04%
含氯,1,0.04%
含氧,1,0.04%
含氟,1,0.04%
含極,1,0.04%
向下,1,0.04%
合熱,1,0.04%
名,1,0.04%
同類型,1,0.04%
同時,1,0.04%
同性,1,0.04%
吋,1,0.04%
合年,1,0.04%
合資,1,0.04%
合而,1,0.04%
合約,1,0.04%
合用,1,0.04%
合物,1,0.04%
側,1,0.04%
停止,1,0.04%
停機,1,0.04%
433,1,0.04%
39,1,0.04%
360,1,0.04%
"35,000",1,0.04%
33,1,0.04%
30,1,0.04%
3-1,1,0.04%
2－90,1,0.04%
2936,1,0.04%
28,1,0.04%
278,1,0.04%
27,1,0.04%
25~30,1,0.04%
2408,1,0.04%
23,1,0.04%
2010,1,0.04%
2006,1,0.04%
20,1,0.04%
2.7,1,0.04%
2.3,1,0.04%
2%,1,0.04%
1°內,1,0.04%
1998,1,0.04%
1958,1,0.04%
1950,1,0.04%
18~24,1,0.04%
400,1,0.04%
45,1,0.04%
做成,1,0.04%
45%之間,1,0.04%
82~98,1,0.04%
7~10,1,0.04%
785,1,0.04%
76,1,0.04%
75%,1,0.04%
74,1,0.04%
71,1,0.04%
700,1,0.04%
7%,1,0.04%
7,1,0.04%
6mol,1,0.04%
67,1,0.04%
65,1,0.04%
631,1,0.04%
61,1,0.04%
6067,1,0.04%
60,1,0.04%
58,1,0.04%
558,1,0.04%
55,1,0.04%
52g/l,1,0.04%
5.2,1,0.04%
48,1,0.04%
46,1,0.04%
450,1,0.04%
1886,1,0.04%
1799,1,0.04%
16,1,0.04%
130~150,1,0.04%
00003,1,0.04%
000,1,0.04%
0.8,1,0.04%
0.6,1,0.04%
0.2,1,0.04%
..............................................................................,1,0.04%
...........................................................................,1,0.04%
...................................................................,1,0.04%
...................................................,1,0.04%
...................,1,0.04%
),1,0.04%
(裝片,1,0.04%
(洗,1,0.04%
(氫,1,0.04%
(平,1,0.04%
%間,1,0.04%
%,1,0.04%
"  

",1,0.04%
"
 
 
  ",1,0.04%
"
 

",1,0.04%
"
 ",1,0.04%
"

 

 

",1,0.04%
"

 


 
",1,0.04%
"

 


 ",1,0.04%
"

 ",1,0.04%
0005,1,0.04%
0013,1,0.04%
005,1,0.04%
1-2,1,0.04%
13,1,0.04%
1275,1,0.04%
12%,1,0.04%
118,1,0.04%
111,1,0.04%
110,1,0.04%
1099,1,0.04%
103,1,0.04%
1.2,1,0.04%
1-7,1,0.04%
1-6,1,0.04%
1-1,1,0.04%
0050,1,0.04%
0910,1,0.04%
0901,1,0.04%
0803,1,0.04%
0736,1,0.04%
0615,1,0.04%
0489,1,0.04%
0403,1,0.04%
0299,1,0.04%
0204,1,0.04%
0151,1,0.04%
01,1,0.04%
83,1,0.04%
85%,1,0.04%
8573－91,1,0.04%
乃是,1,0.04%
何評,1,0.04%
何,1,0.04%
低切,1,0.04%
低毒性,1,0.04%
低時,1,0.04%
佈局,1,0.04%
但,1,0.04%
估供,1,0.04%
任,1,0.04%
以確,1,0.04%
以廢,1,0.04%
付,1,0.04%
仍,1,0.04%
介紹,1,0.04%
人員,1,0.04%
亦,1,0.04%
交,1,0.04%
亟待,1,0.04%
五金,1,0.04%
二,1,0.04%
事矽,1,0.04%
事業,1,0.04%
事廢,1,0.04%
乙,1,0.04%
乘以,1,0.04%
作成,1,0.04%
作水,1,0.04%
使得,1,0.04%
保相輔,1,0.04%
偏高,1,0.04%
偏,1,0.04%
值應,1,0.04%
值得,1,0.04%
值宜,1,0.04%
值介,1,0.04%
倒,1,0.04%
個別,1,0.04%
修正,1,0.04%
保護署,1,0.04%
保護,1,0.04%
保之電池,1,0.04%
使切,1,0.04%
促使,1,0.04%
促,1,0.04%
係數,1,0.04%
係預,1,0.04%
係為,1,0.04%
侷,1,0.04%
依靠,1,0.04%
供製,1,0.04%
供相,1,0.04%
供泄漏,1,0.04%
供廢,1,0.04%
久,1,0.04%
乃屬,1,0.04%
879,1,0.04%
主流,1,0.04%
wt%,1,0.04%
pm,1,0.04%
p,1,0.04%
n],1,0.04%
kwh,1,0.04%
i,1,0.04%
http:,1,0.04%
http,1,0.04%
e＝物,1,0.04%
e,1,0.04%
d,1,0.04%
[ln(1,1,0.04%
Pump)輸送,1,0.04%
M30,1,0.04%
M20,1,0.04%
M1,1,0.04%
A＝均化,1,0.04%
99%,1,0.04%
95,1,0.04%
94,1,0.04%
91,1,0.04%
90％,1,0.04%
8－92,1,0.04%
89,1,0.04%
886,1,0.04%
www.tgpf.org,1,0.04%
{ln[A,1,0.04%
~含,1,0.04%
並添,1,0.04%
主要,1,0.04%
主成,1,0.04%
主,1,0.04%
中鋼,1,0.04%
中研,1,0.04%
中斷,1,0.04%
中文,1,0.04%
中應,1,0.04%
中常,1,0.04%
中分,1,0.04%
並減,1,0.04%
並排,1,0.04%
×設,1,0.04%
並帶,1,0.04%
並含,1,0.04%
並使,1,0.04%
丟除,1,0.04%
丙醇,1,0.04%
下列,1,0.04%
下會,1,0.04%
下,1,0.04%
上游,1,0.04%
三,1,0.04%
一千二百,1,0.04%
塗上,1,0.04%
增加生,1,0.04%
燃氣,1,0.04%
欲,1,0.04%
機運,1,0.04%
機進行,1,0.04%
機溶,1,0.04%
機混,1,0.04%
機會,1,0.04%
機器,1,0.04%
標示,1,0.04%
標準,1,0.04%
槽底,1,0.04%
構成,1,0.04%
構如,1,0.04%
構,1,0.04%
業進,1,0.04%
業者,1,0.04%
業持,1,0.04%
業廢,1,0.04%
棒切,1,0.04%
棄置,1,0.04%
梓,1,0.04%
案例,1,0.04%
核得,1,0.04%
核可即,1,0.04%
架,1,0.04%
析出,1,0.04%
材,1,0.04%
檢查,1,0.04%
欲分,1,0.04%
水痕,1,0.04%
止,1,0.04%
水沖洗,1,0.04%
水污,1,0.04%
水水質,1,0.04%
水成,1,0.04%
水分,1,0.04%
水),1,0.04%
氯化,1,0.04%
氮氣,1,0.04%
氫氧化鉀,1,0.04%
氫氟,1,0.04%
氫),1,0.04%
氧化物,1,0.04%
氧作用,1,0.04%
氣流,1,0.04%
氣壓,1,0.04%
氣化,1,0.04%
氣,1,0.04%
氟,1,0.04%
比定,1,0.04%
殘渣,1,0.04%
殘存,1,0.04%
歸類,1,0.04%
歸屬,1,0.04%
正貴,1,0.04%
正確,1,0.04%
本次,1,0.04%
未,1,0.04%
有關,1,0.04%
有化,1,0.04%
旋轉,1,0.04%
旋乾,1,0.04%
旋,1,0.04%
施工,1,0.04%
於降,1,0.04%
於數,1,0.04%
於適,1,0.04%
於過,1,0.04%
於該,1,0.04%
於製,1,0.04%
於處理,1,0.04%
於薄,1,0.04%
於石,1,0.04%
於新,1,0.04%
於拋,1,0.04%
於從,1,0.04%
於多,1,0.04%
於回,1,0.04%
於去,1,0.04%
於協,1,0.04%
於半,1,0.04%
於分離,1,0.04%
於作為,1,0.04%
方向,1,0.04%
斷,1,0.04%
旋流,1,0.04%
日函,1,0.04%
日期,1,0.04%
最,1,0.04%
有助,1,0.04%
月,1,0.04%
會降,1,0.04%
會留,1,0.04%
會落,1,0.04%
會逐,1,0.04%
會讓,1,0.04%
會變,1,0.04%
會產,1,0.04%
會生,1,0.04%
會將,1,0.04%
暫告,1,0.04%
日本,1,0.04%
晶粒,1,0.04%
晶種,1,0.04%
普遍,1,0.04%
時能,1,0.04%
時應,1,0.04%
時容,1,0.04%
時宜,1,0.04%
明顯,1,0.04%
明其,1,0.04%
明,1,0.04%
昂貴,1,0.04%
水為主,1,0.04%
水緩,1,0.04%
增強,1,0.04%
為大,1,0.04%
為人,1,0.04%
濟,1,0.04%
濕式,1,0.04%
濕乾化,1,0.04%
濃,1,0.04%
激增,1,0.04%
澄清,1,0.04%
潮濕,1,0.04%
潤滑,1,0.04%
潔,1,0.04%
漲率,1,0.04%
演變,1,0.04%
滲,1,0.04%
滯留,1,0.04%
滌液,1,0.04%
滌回,1,0.04%
滋生,1,0.04%
溶纖,1,0.04%
溯自,1,0.04%
溫至,1,0.04%
溫正華,1,0.04%
湧出,1,0.04%
游,1,0.04%
測試,1,0.04%
測,1,0.04%
為含,1,0.04%
為將,1,0.04%
水自,1,0.04%
為掌,1,0.04%
熱管,1,0.04%
熱值,1,0.04%
熱,1,0.04%
熔絲,1,0.04%
熔,1,0.04%
照圖,1,0.04%
煙霧,1,0.04%
無毒性,1,0.04%
無機,1,0.04%
無形,1,0.04%
焙融,1,0.04%
為兩,1,0.04%
為不,1,0.04%
為非,1,0.04%
為達,1,0.04%
為評,1,0.04%
為純化,1,0.04%
為磷,1,0.04%
為硝,1,0.04%
為矽,1,0.04%
為知,1,0.04%
為生,1,0.04%
為熱,1,0.04%
為液,1,0.04%
為校,1,0.04%
渣,1,0.04%
減少化,1,0.04%
減去,1,0.04%
減低,1,0.04%
注入,1,0.04%
泛稱,1,0.04%
法達,1,0.04%
法生,1,0.04%
法回,1,0.04%
法介,1,0.04%
泊優,1,0.04%
況加,1,0.04%
沿用,1,0.04%
油調,1,0.04%
油並,1,0.04%
沸騰,1,0.04%
沸物,1,0.04%
沉積,1,0.04%
決策人,1,0.04%
決於,1,0.04%
決,1,0.04%
汲取,1,0.04%
汲,1,0.04%
汰換,1,0.04%
污染物,1,0.04%
求,1,0.04%
永續,1,0.04%
水泥窯,1,0.04%
水進行,1,0.04%
注重,1,0.04%
泵,1,0.04%
泵(,1,0.04%
涵蓋,1,0.04%
減,1,0.04%
清運,1,0.04%
清楚,1,0.04%
清,1,0.04%
添加切,1,0.04%
混摻,1,0.04%
混和,1,0.04%
淨度,1,0.04%
淨更,1,0.04%
淨且,1,0.04%
淘汰,1,0.04%
液轉化,1,0.04%
洗掉,1,0.04%
液轉,1,0.04%
液相,1,0.04%
涉,1,0.04%
消失,1,0.04%
消,1,0.04%
浸泡,1,0.04%
浸,1,0.04%
洽詢,1,0.04%
活耀,1,0.04%
活潑,1,0.04%
活性,1,0.04%
新鮮,1,0.04%
新穎,1,0.04%
新建,1,0.04%
廢晶,1,0.04%
庫中,1,0.04%
底部,1,0.04%
序來,1,0.04%
幾家,1,0.04%
平行,1,0.04%
常見,1,0.04%
常數,1,0.04%
帶離,1,0.04%
帶送,1,0.04%
帶走,1,0.04%
帶負,1,0.04%
布雷,1,0.04%
已,1,0.04%
差排,1,0.04%
工研院,1,0.04%
工,1,0.04%
屬離,1,0.04%
屬錯,1,0.04%
屬擴,1,0.04%
層面,1,0.04%
層,1,0.04%
展而,1,0.04%
展望,1,0.04%
局,1,0.04%
尾料,1,0.04%
廠,1,0.04%
廢水廢,1,0.04%
整氣,1,0.04%
廢混酸,1,0.04%
後續,1,0.04%
後生,1,0.04%
後會,1,0.04%
後始,1,0.04%
待,1,0.04%
形狀,1,0.04%
彙集,1,0.04%
彙,1,0.04%
彈性,1,0.04%
強調,1,0.04%
強固,1,0.04%
弱,1,0.04%
引起,1,0.04%
引減,1,0.04%
引出,1,0.04%
引入,1,0.04%
式,1,0.04%
建議,1,0.04%
延續,1,0.04%
廣,1,0.04%
廢料,1,0.04%
廢磷酸,1,0.04%
廢矽,1,0.04%
廢石,1,0.04%
廢物,1,0.04%
尾款,1,0.04%
就是,1,0.04%
少金,1,0.04%
少排,1,0.04%
學,1,0.04%
存有,1,0.04%
存於,1,0.04%
子式,1,0.04%
子上,1,0.04%
委託者,1,0.04%
委外,1,0.04%
委,1,0.04%
始生,1,0.04%
始展開,1,0.04%
妥善,1,0.04%
如何,1,0.04%
夾,1,0.04%
失去,1,0.04%
失,1,0.04%
太陽,1,0.04%
大量,1,0.04%
大門,1,0.04%
大增,1,0.04%
大且,1,0.04%
外部,1,0.04%
外管,1,0.04%
壓添,1,0.04%
壓擠,1,0.04%
增至,1,0.04%
學氣,1,0.04%
學蝕,1,0.04%
學試劑,1,0.04%
將會,1,0.04%
小時,1,0.04%
小於,1,0.04%
導體,1,0.04%
導電,1,0.04%
導出,1,0.04%
導入,1,0.04%
導,1,0.04%
對,1,0.04%
尋找,1,0.04%
專業,1,0.04%
將裝,1,0.04%
將去,1,0.04%
完善,1,0.04%
將,1,0.04%
封口,1,0.04%
審,1,0.04%
寡會,1,0.04%
容器,1,0.04%
害事,1,0.04%
宜,1,0.04%
定律,1,0.04%
定義,1,0.04%
定位,1,0.04%
完畢,1,0.04%
後負,1,0.04%
得以,1,0.04%
得知,1,0.04%
持續,1,0.04%
損耗量,1,0.04%
換酸,1,0.04%
提勞,1,0.04%
提拉,1,0.04%
提取,1,0.04%
推行,1,0.04%
推測,1,0.04%
推動,1,0.04%
推,1,0.04%
接近,1,0.04%
接著,1,0.04%
接受,1,0.04%
探討,1,0.04%
探,1,0.04%
採不,1,0.04%
採槽,1,0.04%
排至,1,0.04%
排空,1,0.04%
排水,1,0.04%
排氣,1,0.04%
排斥,1,0.04%
排放水,1,0.04%
掉,1,0.04%
捲筒,1,0.04%
捕捉,1,0.04%
搭配,1,0.04%
摻,1,0.04%
摻入,1,0.04%
收縮,1,0.04%
散進,1,0.04%
散速,1,0.04%
效率,1,0.04%
效減,1,0.04%
效且,1,0.04%
效,1,0.04%
放量,1,0.04%
放置,1,0.04%
改進,1,0.04%
改質,1,0.04%
收鍋,1,0.04%
收溶,1,0.04%
撰寫,1,0.04%
收劑,1,0.04%
收再,1,0.04%
支持,1,0.04%
攝氏,1,0.04%
攜帶,1,0.04%
擴散須,1,0.04%
擴充,1,0.04%
擴,1,0.04%
據,1,0.04%
擔,1,0.04%
操作時,1,0.04%
挑戰,1,0.04%
持,1,0.04%
從事,1,0.04%
括,1,0.04%
應細,1,0.04%
應生,1,0.04%
應現,1,0.04%
應比,1,0.04%
應析,1,0.04%
應商,1,0.04%
應先,1,0.04%
應保,1,0.04%
態效,1,0.04%
態廢,1,0.04%
態下,1,0.04%
意圖,1,0.04%
愈佳,1,0.04%
想,1,0.04%
情,1,0.04%
性質,1,0.04%
忽視,1,0.04%
快速,1,0.04%
必不,1,0.04%
徹底,1,0.04%
微濾器,1,0.04%
微量,1,0.04%
微過,1,0.04%
微小,1,0.04%
從塔頂,1,0.04%
應該,1,0.04%
懸浮,1,0.04%
成出,1,0.04%
成立,1,0.04%
拘泥,1,0.04%
拋光輪,1,0.04%
拋光時,1,0.04%
抽真,1,0.04%
折舊,1,0.04%
抗壓,1,0.04%
抗,1,0.04%
投產,1,0.04%
承受,1,0.04%
所得,1,0.04%
所在,1,0.04%
成了,1,0.04%
成分之組成,1,0.04%
成若,1,0.04%
成鹼性,1,0.04%
成結,1,0.04%
成矽,1,0.04%
成熟,1,0.04%
成為切,1,0.04%
成溶,1,0.04%
成清,1,0.04%
成時,1,0.04%
成啟,1,0.04%
成厚,1,0.04%
～,1,0.04%
