Entity,EntityIndex,Relation,RelationIndex
"['半導體主要技術', '議題']","[2, 5]","['發展', '重要']","[3, 4]"
['成本'],[1],"['生產', '降低']","[0, 4]"
"['律帶', '', '關鍵', '成本', '元件速度', '產品功能的提升']","[1, 3, 5, 8, 12, 17]","['來', '降低']","[2, 9]"
"['整個半導體產業', '市場', '動  能']","[4, 6, 12]","['讓', '不斷', '有', '新']","[0, 7, 8, 9]"
"['黃光、薄膜、蝕刻', '', '晶圓', ' 程', '整片上晶片的製作']","[6, 8, 11, 13, 22]","['利用', '清洗', '擴散', '製', '完成']","[0, 7, 9, 12, 16]"
"['晶圓', '完會', '每個', '晶片測試', '封裝']","[0, 2, 5, 9, 12]","['製作', '切割']","[1, 10]"
"['晶片性能', '成本的挑戰']","[3, 8]","['不過', '製造', '越來', '越多']","[0, 5, 9, 10]"
"['產業鏈', '廠商', '研發', '技術或']","[2, 4, 9, 13]","['相關', '都', ' 力', '新', '']","[3, 5, 8, 10, 11]"
"['技  術', '廠商']","[1, 6]","['跑', '快']","[2, 4]"
"['其他', '量產的基礎']","[2, 6]","['面臨', '相關', '準備好']","[1, 3, 8]"
"['這', '產業', '量的要素之一']","[0, 8, 15]","['來', '發展', '考']","[5, 7, 10]"
"['整個產業鏈', '半導體製造商、生產', ' 備', '和', '等', '技術參考']","[3, 9, 12, 14, 16, 20]","['做為為', '包括', '相關', '設']","[0, 4, 5, 10]"
"['國際半導體技術藍圖的內容', '半導體相  關產品的技術規格', '標準']","[6, 16, 18]","['包括', '了', '製造']","[7, 8, 17]"
"['ITRS所', '主題', '了整', '產業鏈、供應鏈', '到企業', '鏈41']","[1, 4, 7, 15, 19, 22]","['', '包括', '個', '半導體', '價值']","[3, 5, 8, 9, 20]"
"['現在所有', '企業研發投資', '依據']","[4, 9, 11]","['成為', '相關', '重要']","[2, 5, 10]"
"['各種產品', '技術', '時間點']","[3, 5, 8]","['設定', '進展']","[0, 6]"
"['了', '支援活動']","[2, 6]","['包括', '相關']","[1, 3]"
"['藍圖', '產業的技術', '共識']","[4, 8, 11]","['這樣', '讓', '發展', '產生']","[1, 5, 9, 10]"
"['地', '廠商集中資源', '良性', '使得產業', '市場', '能']","[1, 6, 9, 12, 14, 16]","['有效', '讓', '相關', '和', '競爭', '和', '蓬勃']","[0, 2, 3, 7, 10, 13, 17]"
"['材料的研發、產品的加工', '設備的設計', '它', '益者']","[9, 14, 18, 20]","['新', '製造', '成為', '受']","[2, 10, 16, 19]"
['晶片效能和'],[5],"['提昇', '製造', '成本']","[2, 7, 8]"
"['其', '原料', '晶圓']","[0, 2, 5]","['生產', '矽']","[1, 4]"
"['過程所', '相關', '技術就', '為', '製程43奈米=1nm,n=10-']","[3, 6, 9, 12, 23]","['生產', '', '生產', '', '半導體']","[1, 5, 7, 11, 13]"
"['其', '速率最', '製程快', '倍']","[0, 4, 10, 12]","['生產', '可以', '四']","[1, 6, 11]"
"['本上', '同比例']","[5, 8]","['製造', '成', '獲得', '降低']","[2, 3, 7, 9]"
"['產品', '晶片性能的數位訊號處理器和', '晶片']","[1, 10, 13]",['要求'],[3]
"['產品', '記憶體容量']","[2, 7]","['提升', '在於']","[3, 5]"
"['45', '金屬導線層數', '導線間的距離']","[0, 5, 11]","['增加', '不斷', '縮小']","[6, 12, 13]"
['導線間電流'],[5],"['降低', '干擾']","[1, 7]"
"['製程', '困難遠 超過']","[1, 6]","['整合', '預期']","[2, 7]"
"['晶圓', '基板與單結晶矽', '構造']","[2, 8, 10]","['傳統', '採']","[0, 3]"
"['行動', '中IC的電力消耗']","[2, 8]","['降低', '裝置']","[1, 3]"
"['同時電阻與電容的增加', '功率的消耗與訊號間的交互干擾']","[5, 17]","['增加', '了']","[7, 8]"
"['了', '市場', '者聲音']","[1, 3, 7]","['傾聽', '更多', '使用']","[2, 4, 5]"
"['市場', '求']","[3, 5]",['了解'],[2]
"['晶片', '業者', '實現的解決方案']","[1, 3, 8]","['提供', '設計', '']","[0, 2, 6]"
"['原因', '其', ' 升產能', '二大']","[0, 2, 7, 12]","['在於', '提', '生產', '成本', '因素']","[1, 4, 9, 10, 13]"
"['其成本', '和晶片', '提升']","[3, 6, 9]","['見', '降低', '優勢']","[1, 4, 10]"
"['1999~2006年全球12吋晶圓廠投產情況資料', '電子時報2005/2/', '廠別CPU  IDM晶圓代工記憶體新增廠數總計19990  0  0  1  1  1  2000', '成員包括超微、安謀、益華', '新加坡特許', '飛思卡爾、IBM、 Innovative Silicon、', 'Lam  Research、恩智浦、', '', '', '', '', '半導體', '台積電與']","[10, 16, 29, 38, 41, 49, 55, 57, 59, 61, 63, 66, 70]","['來源', 'CEA-Leti', '']","[11, 39, 55]"
"['設定的三個任 務', '製造', '', '所', '設備技術於', '線上和', '新']","[6, 11, 13, 15, 20, 24, 27]","['', '先進', '半導體', '技術', '', '一', '製造', '方法']","[2, 9, 10, 12, 17, 26, 28, 29]"
"['技術用', '種不同的微', '產品']","[4, 11, 13]","['新', '生產', '各', '', '電子']","[2, 6, 7, 10, 12]"
"['市場', '風險', '53']","[1, 4, 7]","['變動', '高']","[2, 6]"
"['研發、設計', '一顆', '功能性的IC']","[9, 12, 16]","['製造', '多']","[10, 13]"
"['', '製程產品']","[3, 6]","['加上', '成熟', '先進', '組合', '多']","[1, 2, 4, 7, 8]"
"['廠商', '沒有', '結構改的機會切入']","[1, 3, 10]","['產業', '', '市場']","[5, 8, 11]"
"['企業', '54主要為晶圓', '整合元件', '晶圓', '和', '製造商45爭力', '成長同時']","[2, 7, 12, 15, 17, 21, 24]","['追求', '競', '代工', '記憶體']","[1, 3, 16, 18]"
"['半導體', '電子產品的比重', '21%左右']","[0, 5, 11]","['占', '維持']","[1, 7]"
"['業者', '大量', '需求', '情況下']","[1, 3, 6, 12]","['產出', '增加', '跟上']","[2, 4, 9]"
"['晶圓原料', '晶圓', '300道以上製程']","[2, 4, 12]","['到', '產出', '經過']","[3, 5, 8]"
"['本節', '晶圓', '流程']","[1, 5, 7]","['介紹', '製造', '開始']","[4, 6, 8]"
"['壹、半導體設備產業概述  一', '種類半導體生產', '可區分為材料加工製造、晶圓', '製造及晶圓', '割、封裝等', '大']","[7, 13, 22, 27, 32, 34]","['製造', '流程', '電路', '類']","[14, 15, 24, 35]"
"['半導體設備', '程序', '表 14']","[2, 5, 9]","['詳細', '製造', '分', '類為']","[0, 4, 6, 7]"
"['此類矽晶片', '研磨', '', ' 次磊晶爐則', '晶圓成長成為']","[2, 5, 7, 12, 18]","['經過', '加工', '多', '研磨', '磊晶', '晶圓']","[4, 6, 8, 15, 19, 20]"
"['缺陷、尺寸', '設備']","[5, 7]","['包括', '相關', '檢測']","[0, 1, 6]"
"['每一區都', '數種晶圓', '程相關設備']","[3, 6, 10]","['包括', '製']","[4, 7]"
"['晶圓', '每區', '製程步驟', '設備規  格']","[0, 5, 10, 14]","['需要', '開出']","[7, 11]"
"['生產線', '系統上線、設備裝機、製程調整', '整合', '工作']","[2, 11, 13, 15]","['進行', '自動化']","[1, 3]"
"['一個積體電路', '百道的步驟']","[4, 12]","['製造', '要', '超過']","[5, 7, 8]"
"['晶圓製造商', '半年', '產品', '製程世代、設備商', '產品']","[1, 7, 9, 16, 18]","['提前', '規劃', '需要']","[4, 5, 11]"
"['58', '主要是在進入', '了更加化的平坦度', '大量', '一', '製程', '設備商才能將產品和所需人力和物料資源準備好']","[0, 6, 14, 16, 19, 21, 36]","['為', '運用', '48']","[10, 17, 22]"
"['量測數據', '製程參數']","[2, 6]","['包括', '相關', '設定']","[0, 4, 7]"
"['設備', '製程步驟驗證']","[0, 8]","['負責', '協助', '完成']","[2, 3, 4]"
"['晶圓', '外']","[2, 4]","['了', '變大']","[1, 3]"
"['設備', '大多', '兩代製程', '130/110奈米、90', '65奈米等']","[3, 5, 10, 17, 21]","['購買', '支援']","[1, 8]"
"['晶片', '光學圖案', '晶圓表面蝕刻移除晶圓', '材料以達到', '需求的製程']","[2, 6, 13, 18, 23]","['設計', '轉印', '表面', '設計']","[3, 7, 14, 20]"
"['表面處理/', '去除晶圓', '處理完', '所殘留的', '以利下', '製程的處理蝕刻和表面', '蝕刻和化學', '結合', '反應和機械研磨來移除沉積的金屬或', '緣層薄膜使', '平坦化熱', '氧化層生長']","[2, 5, 8, 13, 16, 24, 28, 30, 41, 45, 49, 52]","['清洗', '表面', '上', '', '材料', '  道', '研磨', '', '表面', '更加']","[3, 6, 9, 10, 14, 18, 29, 39, 46, 47]"
"['製程', '困難', '時間成本']","[2, 5, 8]","['避免', '整合']","[1, 3]"
"['設備的生產狀況', '量測其他包括', '電鍍、晶圓記號等晶圓', '設備', '晶圓', '設備生產', '主要有批次處理與單晶圓多反應 室']","[4, 9, 17, 19, 21, 24, 36]","['確保', '良好', '磊晶', '製程']","[0, 5, 10, 18]"
"['製程', '批次式製程技術']","[0, 6]","['都', '使用']","[1, 3]"
"['設計片', '反應室', '', '用的製程平台(', 'frame']","[4, 6, 8, 15, 17]","['採用', '多', '設計', '優點為', '']","[1, 5, 7, 9, 12]"
"['更', '時間', '製程整  合的困難']","[0, 5, 12]","['增加', '產出', '生產', '減少']","[2, 3, 4, 7]"
"['各模組的運轉', '整合', '可靠度及精密度', '設備', '晶圓製造商的量產標準']","[3, 5, 11, 15, 21]","['具備', '高', '讓', '達到']","[7, 8, 14, 16]"
"['原廠', '區域', '技術', '人力的素質', '量產穩定度63']","[2, 4, 6, 10, 15]","['需要', '化', '支援', '維護']","[1, 5, 7, 12]"
"['設備', '後']","[1, 3]","['到位', '進行', '改良']","[2, 5, 6]"
"['市場', '半導體', '市場預測的基礎']","[3, 5, 10]","['進行', '設備']","[4, 6]"
"['設備商多數的八吋機台', '功能']","[6, 12]","['提供', '新', '改善']","[9, 10, 13]"
"['市場', '復2000年的水準']","[0, 8]",['回'],[3]
"['市場', '2000 年的水準']","[1, 8]",['達到'],[4]
"['2001 年開始', '12吋設備從2005 年', '已經成為主流']","[3, 11, 15]","['發展', '']","[4, 5]"
"['半導體設備業者', '12吋晶圓製造技術', '設備', '  組的過程耗時極']","[2, 9, 11, 17]","['進', '研發', '和', '', '久']","[3, 4, 10, 14, 18]"
"['投資', '時間更長']","[1, 5]","['回收', '需']","[0, 3]"
"['設備售價', '1倍']","[2, 8]","['增加', '不']","[4, 5]"
"['廠商', '成本']","[1, 3]","['開發', '增加']","[2, 4]"
"['晶圓製造商', '技術', '風險']","[2, 8, 13]","['全球化', '聯盟', '合作', '降低']","[6, 9, 10, 12]"
"['而領先', '製程設備業者可以運用', '資源參', '提早完成', '驗證量產']","[2, 8, 13, 17, 21]","['晶圓', '全球', '各', '製程', '要求']","[3, 10, 14, 19, 22]"
"['同時', '此一優勢', '各晶圓製造商的設備供應鏈']","[0, 4, 11]","['利用', '切入']","[1, 5]"
"['十大資本', '廠商', '了', ' 成以上比重']","[7, 9, 11, 16]","['發現', '支出', '占', '整體', '6']","[2, 8, 10, 12, 13]"
"['廠商', '2008年縮減資本']","[0, 6]",['支出'],[7]
"['寧', '產能', '率以免', '導致']","[1, 5, 9, 14]","['維持', '高', '利用', '設備', '而', '閒置']","[3, 4, 6, 12, 13, 16]"
"['成本', '攤提']","[1, 4]","['增加', '折舊']","[0, 3]"
"['市場', '95億美元的歷史高峰']","[0, 9]",['成長'],[1]
"['聯  電', '晶圓', '資本支出']","[3, 5, 9]","['代工', '趨於', '平穩']","[6, 11, 12]"
"['可是從代工', '市場', '來看']","[2, 5, 8]",[],[]
"['其營收', ' IDM大廠']","[2, 7]","['成長', '倚賴']","[3, 5]"
"['技術上', '其']","[4, 8]","['先進', '合作']","[1, 9]"
"['其技術內容包括', '製程設備']","[4, 7]","['晶圓', '選擇']","[5, 8]"
"['產品', '問題']","[1, 3]",['沒'],[2]
"['設備', ' 單']","[6, 8]","['等於', '獲得', '擴產', '訂']","[1, 3, 4, 7]"
"['台積電', '聯電', '技術', '自己研發']","[2, 4, 7, 10]","['了', '主要']","[1, 5]"
"['設備', '較', '外']","[2, 6, 9]","['選', '上', '自主權']","[3, 5, 8]"
"['前十', '廠商', '06年占了', '60%的比例']","[1, 3, 8, 15]","['大', '市場', '近']","[2, 9, 10]"
"['前十', '設備', '應商中']","[2, 4, 7]","['大', '供']","[3, 5]"
"['晶圓製造商', '半導體設備商的製程技術', '產品', '順利', '並加以']","[1, 8, 10, 14, 20]","['倚賴', '支援', '能夠', '新', '世代', '製程']","[3, 11, 13, 16, 17, 18]"
"['', '製程', '廠商']","[3, 5, 9]","['輕易', '更換', '驗證']","[2, 4, 6]"
"['製程', '技術']","[3, 8]","['新', '有', '採用', '新']","[2, 4, 6, 7]"
"['此要求廠商', '設備', '生產', '生產', '68']","[3, 5, 7, 10, 12]","['提高', '可', '和']","[4, 6, 9]"
"['同時', '其', '製程', '智慧財產的']","[0, 2, 4, 10]","['佈局', '先進']","[1, 3]"
"['68Uptime指', '扣除', '後', '運轉', '']","[3, 5, 8, 10, 12]","['是', '當機', '實際', '生產', '', '時間']","[4, 7, 9, 11, 12, 13]"
"['核心半導體產業的差異', '轉向', '和知識']","[4, 8, 11]","['製造', '設計']","[7, 9]"
"['壹、產業競爭分析', '市場', '可以看出', '是', '成熟']","[4, 8, 11, 14, 18]","['從', '已經', '產業']","[5, 13, 19]"
"['本節', '波特的五', '分別模型', '了解', '競爭環境']","[1, 5, 8, 10, 14]","['利用', '力', '整體', '產業']","[2, 6, 11, 12]"
"['產品', '了製程技術外']","[3, 8]",['確定'],[2]
"['晶圓製造商研發部門評估', '技術', '設備的時機70']","[4, 6, 11]",['新'],[5]
"['設備', '支援人', '對方1~2年免費評估']","[3, 6, 15]","['盡量', '提供', '相關', '力', '給']","[1, 2, 5, 7, 8]"
"['競爭對手', '產品', '問題']","[4, 6, 8]","['了', '利用', '出現', '大']","[1, 2, 5, 7]"
"['設備商', '1~2年產品研究合作才', '供應鏈']","[2, 11, 16]","['新', '利用', '能']","[0, 3, 12]"
"['這個機會', '研發部門', '技術', '部門後']","[2, 7, 9, 13]","['利用', '轉移到', '製造']","[5, 10, 11]"
"['同時', '條件', '工廠', '部門', '72']","[0, 4, 6, 8, 10]","['利用', '提供', '優惠', '製造', '切入']","[1, 2, 3, 7, 9]"
"['產業', '率']","[0, 2]","['成長', '低']","[1, 3]"
"['原因', '下', '三點', '71', '到量產', '一年']","[1, 4, 7, 9, 14, 17]","['分為', '列']","[3, 5]"
"['部門', '設備的產出效率、妥善', '生產', '再做', '評估']","[1, 10, 13, 16, 19]","['製造', '特別', '和', '次']","[0, 3, 12, 18]"
"['這', ' 不', '物料零件']","[0, 2, 6]","['包括', '相關']","[3, 4]"
"['廠商', '佈局', '產業的主要', '和', '專利']","[1, 3, 7, 9, 11]",['好'],[4]
"['產品', '時間才有', '', '量產', '時程接軌']","[0, 5, 8, 12, 15]","['上市', '將']","[1, 7]"
"['大量', '技術 人力', '以', '製造商研發和', '長達', '年半所']","[4, 8, 10, 15, 17, 21]","['高', '晶圓', '一', '資源']","[5, 12, 18, 23]"
"['一小時的缺料', '當機都', '客戶', '損失']","[3, 5, 8, 11]","['造成', '巨大']","[7, 9]"
"['廠商的產品', '技術', '問題']","[3, 8, 12]","['支援', '新', '出現', '重大']","[5, 6, 10, 11]"
"['', '業者更', '可能']","[4, 7, 15]","['合作', '不同', '難以', '雙方', '新', '設備']","[3, 5, 8, 10, 12, 13]"
"['客戶裝機基礎', '客戶', '設備', '因素']","[3, 5, 8, 12]","['選擇', '重要']","[7, 10]"
"['技  術', '廠商', ' Intel、Samsung、Quimonda、TSMC和', ' 等客戶']","[3, 5, 14, 17]","['擁有', '領導']","[1, 4]"
"['便', '晶圓製程設備商', '其', '設備雛型', '技術']","[0, 6, 8, 11, 13]","['要求', '提供', '新', '合作']","[3, 7, 9, 14]"
"['市場', '地位', '利潤75']","[2, 4, 10]","['取得', '領先', '獲得', '高']","[1, 3, 6, 8]"
"['能力主導技術規格', '製程', '提供者']","[5, 11, 15]","['有', '能']","[1, 13]"
"['客戶', '廠商強勢的設備取得議價']","[0, 8]","['不容易', '優勢']","[1, 9]"
"['客戶', '應商策略', '採購', '76']","[0, 8, 10, 13]","['利用', '供', '合約']","[4, 6, 11]"
"['產品', '空間']","[0, 4]","['強', '少']","[2, 6]"
"['設備商', '商業模式']","[0, 6]","['運用', '不同', '因應']","[3, 4, 8]"
"['產品線', '廠商', 'AMAT']","[0, 3, 5]",['完整'],[1]
['議價空間'],[5],"['提供', '大']","[0, 2]"
"['客戶', 'AMAT設備意願']","[2, 8]","['提高', '更換', '採購']","[1, 3, 5]"
"['晶圓製程設備商', '零件', '代工', '後', '組裝', '測試']","[2, 7, 9, 11, 17, 19]","['相關', '委外', '製造', '自行', '整']","[6, 8, 10, 13, 14]"
"['零件種', '關鍵性和']","[4, 10]","['而言', '類', '分為', '非']","[1, 5, 7, 8]"
"['晶圓', '本的生產', '成本', '控制交期、品質']","[1, 8, 11, 16]","['希望', '降低']","[3, 10]"
"['外', '轉換程本', '客戶']","[2, 8, 11]","['了差異化', '利用', '高', '維持']","[1, 5, 6, 10]"
"['市場', '移動後']","[1, 6]",[],[]
"['成本', '服務效  率']","[7, 11]","['在地化', '生產', '降低', '製造']","[2, 3, 5, 6]"
"['零件的使用時間', '消耗量', '客戶', '一大負擔']","[3, 6, 8, 12]",[],[]
"['這', '廠商', '零件', '低', '成本的原因']","[0, 11, 14, 20, 24]","['什', '麼', '想', '要求', '相關', '製造', '降', '生產']","[4, 5, 8, 9, 10, 17, 19, 21]"
"['版圖', '結果']","[2, 5]","['製造', '移動']","[1, 3]"
"['技術', '這塊市場']","[2, 12]","['成熟', '發展']","[6, 9]"
"['技術', '', '幾年', '政府', '企業的努力']","[1, 3, 7, 9, 13]","['位於', '下游', '經過', '來']","[0, 2, 5, 8]"
"['設備', '採用']","[4, 6]",['獲得'],[5]
"['廠商', '市場']","[1, 8]","['容易', '快速', '搶得']","[4, 5, 6]"
"['廠商', '其智慧資源規劃的模式']","[3, 11]","['參考', '運用']","[1, 5]"
"['產品週期', '78']","[1, 7]","['短', '回收', '把握']","[2, 5, 6]"
"['氣相磊晶', '目前', '矽元件', '']","[1, 4, 7, 10]","['成長', '成長', '主要']","[2, 5, 9]"
"['MBE', '磊晶', '情形下']","[0, 4, 12]","['束', '成長', '超高', '真空']","[3, 5, 8, 9]"
"['蝕刻', '即', '', '物理作用或', '反應之過程去', '上某特定區 域上之薄膜']","[0, 3, 7, 12, 17, 26]","['蝕刻', '經由', '', '']","[2, 5, 7, 9]"
"['兩者的差別', '蝕刻', '液態溶液', '氣體']","[4, 7, 10, 12]","['取決', '劑為']","[5, 8]"
[],[],"['容易', '加工', '處理']","[0, 1, 2]"
"['半導體', '業界', '各種', '結構、奈米級薄膜厚度', '量測需求', '', '技術']","[0, 2, 6, 15, 18, 21, 23]","['設備', '推出', '高深', '寬', '發展出', '新']","[1, 4, 8, 9, 20, 22]"
"['製程挑戰', '製程控制', '更添', '    VLSI Research總裁', '表示']","[2, 5, 8, 11, 13]","['先進', '多', '為', '良率', '進程']","[0, 3, 6, 7, 9]"
"['半導體', '業者']","[2, 4]","['製造', '而言']","[3, 5]"
"['製程', '許多', '材料']","[2, 4, 6]","['進', '採用', '新']","[1, 3, 5]"
['前驅物'],[4],"['採用', '新']","[1, 2]"
['種種挑戰'],[7],"['先進', '製程', '']","[3, 4, 5]"
"['製程', '反應速度', '以往']","[0, 4, 7]","['控制', '即時']","[1, 9]"
"['挑戰質量檢測', '技術', ' Jiangtao Hu 表示']","[6, 10, 13]","['面對', '高深', '寬', '更', '         Lam Research']","[0, 1, 2, 7, 9]"
"['晶圓', '前、加工中與加工後']","[1, 9]",['加工'],[2]
"['晶圓', '環境的溫度、氣壓', '大氣浮力的變化']","[0, 7, 14]","['處', '引起']","[2, 10]"
"['過去幾個', '產品', '案例']","[3, 7, 9]","['重大', '召回', '看']","[5, 8, 11]"
"['晶片', '覆晶封裝']","[2, 5]","['多', '改用']","[1, 3]"
"['這些測試需求', '光/電流/電壓+波長檢測與近場、遠場測試三', '類']","[2, 19, 21]","['粗', '分為', '大']","[4, 5, 20]"
"['半導體', '檢測、量測', '問題']","[1, 5, 7]","['先進', '相關']","[2, 6]"
"['研究單位', '角度的觀點']","[3, 7]","['提供', '來自', '不同']","[0, 1, 4]"
"['矽晶圓製造業資源', '應用技術手冊', '：經濟部工業局出版', '96 年8 月      編著    序   半 ', '體 製 造', 'IC設', '', '晶 圓 ', ' 造、IC 封 裝', '試', ' 階 段']","[2, 6, 13, 19, 23, 26, 28, 31, 38, 40, 43]","['化', ' 計', '製', 'IC']","[3, 27, 32, 39]"
"[' 晶 圓製 造 ', '各類廢 棄', '資 源', '實 際 執 ', '情 形 彙整 成「廢 棄 物', ' 源', ' 案 例']","[6, 11, 13, 18, 28, 30, 33]","['將', '業 ', ' 物', ' 化', '行 ', ' 資', ' 化']","[1, 7, 12, 14, 19, 29, 31]"
"['  謹 識   ', '年8 月I  目 錄    頁碼第一章 前言', '1', ' 緣起 ...........................................................................................................1', '技術', '內容說明']","[3, 12, 14, 19, 21, 24]",[],[]
"['846.1廢酸資源化技術案例..............................................................................', '6.2廢溶劑資源', '技術案例.........................................................................966.3廢切', '資源化技術案', '102第七章技術評估與設備', '...................................................................', '7.1資源化', '評估流程............................................................................1057.2資源化設備', '程序', '1077.3', '成本分析....................................................................................114  參考文獻........................................................................................', '119      III  圖 目 錄    圖', '-12005~2021年矽', '材料', '發展趨勢', '5圖2.2-1西門子式', '晶矽的生產', '..................................................................', '   圖', '2', '流程.......................................................................................8', '3.1-1典型矽晶圓製造流程及其污染源產生圖', '圖', '-2廢矽晶', '料.........................................................................................', '-3廢矽晶堝']","[9, 13, 22, 26, 34, 38, 42, 51, 53, 56, 65, 70, 78, 80, 83, 91, 95, 98, 100, 103, 108, 121, 124, 128, 131, 138]","['84', '削油', '選用', '105', '...........................................................................', '........................', '晶圓', '技術', '多', '', '.............................................', '3.1']","[10, 23, 35, 39, 54, 66, 79, 81, 92, 94, 122, 134]"
"['74', '5.4-', '機性污泥再', '時之柵板流程.....................................', '圖5.4-3無機性污泥替代', '原料再利用流程', '76圖', '4', '污泥替代人工骨材原料再利用', '........................................77   圖', '-5中鋼公司', '氟化', '前', '處理流程', '77圖', '切削油過濾與分離之設備.................................................................81圖5.5-2', '分離機運作', '............................................................................', '圖', '-3廢', '削油', '離心回收系統', '.........................................................83圖6.1-1', '化學蝕刻廢混酸之溶劑萃取', '質量', '...................']","[1, 4, 8, 17, 25, 30, 33, 36, 44, 49, 53, 56, 59, 62, 65, 83, 86, 89, 91, 95, 97, 101, 108, 117, 120, 122]","['於', '陶瓷', '.................................................', '-', '5.4', '利用', '1', '廢', '原理', '平衡']","[10, 12, 31, 35, 50, 55, 68, 69, 87, 121]"
"['92圖6.1-6廢混酸', '磷酸三丁酯', '分離', '洗滌', '有機相濃 度關係', '洗滌液', '12mol', 'L']","[6, 9, 11, 14, 20, 22, 25, 27]","['萃取', '段數', '：']","[10, 15, 23]"
"['磷酸三丁酯', '萃取劑的等溫萃取線', '－泰分析', '圖6.1-9以水自', '三丁酯脫除', '', '脫除線及其麥－泰 ', '圖法', '................................................................94', '-', ' 廠廢溶劑資源化', '流程.................................................................96   圖6.2-', ' 廠廢異', '資源', '處理流程']","[2, 8, 12, 21, 24, 26, 33, 35, 38, 41, 47, 54, 58, 60, 63]","['為', '........................', '', '作', '6.2', '1', '2', 'D']","[3, 13, 30, 34, 40, 42, 55, 56]"
"['矽晶圓材料', '8吋與12 ', '矽晶圓長晶、切割', '作業']","[4, 9, 15, 21]","['進口', '進行', '至', '等']","[1, 5, 17, 19]"
"['科專計畫支持', '將', '延性', '技術運用', '', '式氧化物晶圓上']","[3, 5, 8, 11, 15, 20]","['下', '加工', '於', '晶圓']","[4, 9, 12, 14]"
"['掩埋、', '方式處置']","[7, 13]","['採用', '傳統', '焚化', '固化']","[3, 4, 8, 10]"
[],[],"['不予', '回收', '處置']","[0, 1, 4]"
"['矽晶 圓製造業', '廢棄物資源', '技術手冊', '工作']","[3, 6, 10, 12]","['進行', '化', '編寫']","[4, 7, 11]"
"['', '綠色矽島']","[8, 11]","['讓', '發展', '成為']","[0, 5, 6]"
"['矽晶圓製造業', '廢棄物資源化', '手冊編撰']","[3, 7, 10]","['進行', '技術', '工作']","[4, 8, 11]"
"['矽晶圓', '業者', '生產與廢棄 物資源', '技術之認知']","[4, 6, 13, 18]","['希望', '提升', '製造', '清潔', '化', '專業']","[0, 2, 5, 8, 14, 15]"
"['廢棄物', '意願']","[2, 6]","['提高', '回收', '利用']","[1, 3, 5]"
"['各資源', '技術運作情 形']","[2, 6]","['提供', '化']","[0, 3]"
"['第七章', '資源', '技術評估流程', '資源', '設備之選用程序及成本分析之要項']","[1, 4, 9, 11, 21]","['提供', '化', '購置', '化']","[3, 5, 10, 12]"
"['業者', '資源', '技術與設備之參考']","[1, 3, 9]","['供', '選用', '化']","[0, 2, 4]"
"['其產業範疇', '晶圓、光罩、記憶 體', '其他積體電路']","[2, 10, 14]","['包括', '從事']","[3, 4]"
"['上下游產業', '二極體、電晶體、閘流體、積體電路引腳架', '', '專用導線架製造業', '封裝']","[3, 15, 17, 22, 25]","['相關', '包括']","[0, 5]"
"['矽晶', '各種電路元件結構']","[0, 8]","['圓經', '加工', '製作成']","[1, 2, 3]"
"['半導體', ' 品']","[1, 3]","['產生', '成']","[0, 2]"
"['2.1產業發展沿革「矽', '原始材料', '「矽']","[5, 10, 13]","['晶圓', '」']","[6, 7]"
"['晶矽', '直徑', '小的單晶矽晶棒']","[2, 6, 11]","['讓', '多', '拉成', '不同', '大', '']","[0, 1, 4, 5, 7, 9]"
"['半導體', '8吋矽晶圓材料']","[1, 13]","['開始', '進入', '投資', '成立', '生產']","[2, 3, 5, 6, 8]"
"['國內', '12吋矽晶圓片廠則有', '', '建廠', '階段']","[0, 7, 9, 13, 15]","['生產', '', '完成']","[1, 9, 14]"
"['半導體', '', '', '小松']","[4, 6, 8, 10]",[],[]
"['其中', '來自', '吋矽晶圓的貢獻']","[0, 5, 11]","['成長', '係']","[2, 3]"
"['2003～2009 年', '率', '9％']","[3, 6, 9]","['複合', '成長', '達']","[4, 5, 7]"
"['客戶', '需要選用']","[0, 4]",[],[]
"['矽晶圓', '技術', '研發階段']","[2, 5, 9]",['拋光'],[4]
['尺寸晶圓之主流'],[6],"['成為', '發展', '大']","[0, 1, 2]"
"['矽', '晶矽的原料']","[0, 6]","['製造', '多']","[2, 3]"
"['純度多', '過程先', '', '', '', '混合', '石墨電弧沈 浸加']","[3, 6, 9, 11, 13, 15, 23]","['製造', '高', '晶矽', '置', '於', '熱', '還']","[0, 1, 4, 16, 17, 24, 25]"
"['單晶', '程序目前超過98％的電子元件材料都是使用單晶矽']","[0, 14]","['成長', '']","[1, 7]"
['尺寸的矽晶棒'],[5],"['開始', '生產', '大']","[0, 1, 2]"
"['單晶', '過程', '一門', '科學」']","[0, 2, 5, 8]","['成長', '轉變成']","[1, 3]"
"[' CZ法利用', '以', '內的對', '冶金級多晶矽三氯矽甲烷高純度', '3半導體級多晶矽SG-Si焦炭還原 電弧爐+HCl', '純水以氫氣進行還原-8', '現象']","[3, 6, 11, 20, 33, 42, 44]","['增加', '磁場', '矽湯', '矽砂', 'SiHCl', '分餾', '-']","[4, 5, 8, 13, 21, 34, 43]"
"['其', '矽晶', '生產低功率的積 體電路元件']","[0, 3, 11]","['生產', '用於']","[1, 5]"
"['CZ 法較', '單晶矽晶棒']","[3, 10]","['用於', '生產', '大', '尺寸']","[5, 6, 7, 8]"
